depa	ano	culti	ar.semb	ar.cose	produ	rendi
CASA	2012	PLATANO	154,3333333	129,3888889	1289,555556	9,383333333
CASA	2012	YUCA	111,2631579	92,05263158	917,9473684	9,684210526
CASA	2012	ZAPOTE	2	2	10	5
CASA	2013	AGUACATE	7,428571429	6,285714286	65,85714286	11,6
CASA	2013	AHUYAMA	4,4	4,2	73,2	20,2
CASA	2013	APIO	10	10	40	4
CASA	2013	ARAZA	2	2	2	1
CASA	2013	ARRACACHA	3,5	3	16,5	6,5
CASA	2013	ARROZ	98,4	98,4	456	4,634
CASA	2013	ARVEJA	33	33	20	0,6
CASA	2013	CILANTRO	0	0	1	3,9
CASA	2013	CITRICOS	18,875	11,625	138,25	11,125
CASA	2013	FRIJOL	9,125	8,625	10	0,90625
CASA	2013	GUANABANA	6	4	20	5
CASA	2013	GUANDUL	16	15	11	0,75
CASA	2013	GUAYABA	21,5	15	150	10
CASA	2013	HABICHUELA	1	1	2	1,9
CASA	2013	HORTALIZAS VARIAS	2	2	4	2,55
CASA	2013	LIMON	9	7	93,5	10,25
CASA	2013	LULO	47	26	260	10
CASA	2013	MAIZ	104,0277778	85,13888889	170,4166667	2,23
CASA	2013	MALANGA	3	2	12	6
CASA	2013	MANDARINA	6	4	5	1,4
CASA	2013	MANGO	21	6	36	6
CASA	2013	MARACUYA	9,75	6,25	76,5	12,5
CASA	2013	NAME	1	1	5	5
CASA	2013	NARANJA	7,75	7,25	91,75	11,3375
CASA	2013	PALMA DE ACEITE	828,6666667	540	1631,166667	3,116666667
CASA	2013	PAPAYA	12	8,285714286	80,28571429	7,53
CASA	2013	PLATANO	146,2777778	117,6666667	1157,277778	9,577777778
CASA	2013	TOMATE	1,8	1,6	59,4	31,6
CASA	2013	YUCA	100	90,31578947	884,6842105	9,726315789
CASA	2014	AGUACATE	14,28571429	6,857142857	79,71428571	12,6
CASA	2014	AHUYAMA	5,75	5,5	82,75	15,7
CASA	2014	APIO	12	12	52	4,3
CASA	2014	ARAZA	5	5	5	1
CASA	2014	ARRACACHA	5,5	5,5	37,5	6,5
CASA	2014	ARROZ	121	121	661,6	5,59
CASA	2014	ARVEJA	33	33	20	0,6
CASA	2014	CILANTRO	1	1	4	3,8
CASA	2014	CITRICOS	24	17,625	215,125	11,7625
CASA	2014	FRIJOL	10,875	10,75	8,875	0,8
CASA	2014	GUANABANA	8	6	30	5
CASA	2014	GUAYABA	21,5	15	150	10
CASA	2014	HABICHUELA	1	1	2	1,9
CASA	2014	HORTALIZAS VARIAS	2	2	5	2,5
CASA	2014	LIMON	11	9	121,5	10,25
CASA	2014	LULO	47	20	200	10
CASA	2014	MAIZ	98,69047619	90,33333333	215,4047619	2,347619048
CASA	2014	MALANGA	6	6	36	6
CASA	2014	MANDARINA	6	4	6	1,4
CASA	2014	MANGO	22	8	48	6
CASA	2014	MARACUYA	7,285714286	4,714285714	66,57142857	14
CASA	2014	NAME	1	1	5	5
CASA	2014	NARANJA	7,75	7,25	93,5	11,325
CASA	2014	PALMA DE ACEITE	948,1666667	685,5	2055,833333	2,95
CASA	2014	PAPAYA	13,71428571	9,571428571	81,28571429	7,528571429
CASA	2014	PLATANO	98,83333333	71,61111111	700,4444444	9,827777778
CASA	2014	TOMATE	1,833333333	1,833333333	66	32,66666667
CASA	2014	YUCA	99,26315789	95,21052632	950,6842105	9,831578947
CASA	2015	AGUACATE	19,28571429	6	63,28571429	11,31428571
CASA	2015	AHUYAMA	7,25	4,5	75	16,5
CASA	2015	APIO	15	14	60	4,3
CASA	2015	ARAZA	3	3	6	2
CASA	2015	ARRACACHA	5,5	5,5	37,5	6,5
CASA	2015	ARROZ	99,875	99,5	592,875	5,8025
CASA	2015	ARVEJA	40	38	23	0,6
CASA	2015	CILANTRO	1	1	4	3,5
CASA	2015	CITRICOS	21,75	14,875	196,5	12,6375
CASA	2015	FRIJOL	9,888888889	8,888888889	6,333333333	0,75
CASA	2015	GUANABANA	9	6	36	6
CASA	2015	GUAYABA	22	15	150	10
CASA	2015	HABICHUELA	1	1	2	1,9
CASA	2015	HORTALIZAS VARIAS	2,5	2,5	6,5	2,5
CASA	2015	LIMON	9	6,666666667	84	8,5
CASA	2015	LULO	23	17,5	170	9
CASA	2015	MAIZ	100,5652174	93,65217391	236,8043478	2,520217391
CASA	2015	MALANGA	5,5	5,5	33	6
CASA	2015	MANDARINA	6	4	6	1,4
CASA	2015	MANGO	22	8	48	6
CASA	2015	MARACUYA	8	4,888888889	69,77777778	14,55555556
CASA	2015	NAME	3	1	4	3,5
CASA	2015	NARANJA	9,4	7,6	79,2	9,66
CASA	2015	PALMA DE ACEITE	924,8333333	659,5	2118,5	3,183333333
CASA	2015	PAPAYA	15,57142857	9	91,71428571	9,171428571
CASA	2015	PATILLA	12,25	12,25	292	24,25
CASA	2015	PLATANO	117,0555556	75,05555556	762,2777778	9,744444444
CASA	2015	TOMATE	1,428571429	1,428571429	46,14285714	29,85714286
CASA	2015	TOMATE DE ARBOL	13	8	80	10
CASA	2015	YUCA	108,1052632	94,84210526	998,3684211	10,21052632
CASA	2016	AGUACATE	28,71428571	5,857142857	44,71428571	8,642857143
CASA	2016	AHUYAMA	14,33333333	12,66666667	222	16
CASA	2016	ARRACACHA	8,333333333	8	52,66666667	6,1
CASA	2016	ARROZ	116,75	116,75	641,5	5,445
CASA	2016	ARVEJA	18	15	12	0,8
CASA	2016	CEBOLLA DE RAMA	2	2	8	4
CASA	2016	CITRICOS	23	14,22222222	175	11,30555556
CASA	2016	FRIJOL	13,8	13	11	0,82
CASA	2016	GUANABANA	5	5	30	6
CASA	2016	GUAYABA	6	5	50	10
CASA	2016	LIMON	9,5	8,5	107	9,25
CASA	2016	LULO	22,5	16,75	328,75	12,6925
CASA	2016	MAIZ	68,15	63,475	126,4	2,20325
CASA	2016	MALANGA	12,75	12,5	112,5	8,25
CASA	2016	MANGO	22	8	48	6
CASA	2016	MARACUYA	9,6	7,4	107,2	14
CASA	2016	MORA	6,333333333	1,666666667	11	5,166666667
CASA	2016	NAME	8,5	8,5	26,5	4
CASA	2016	NARANJA	4	3	22	8
CASA	2016	PALMA DE ACEITE	1153,5	724	2261	3,02
CASA	2016	PAPA	7	6	9	1,5
CASA	2016	PAPAYA	34,66666667	29	610,6666667	16,33333333
CASA	2016	PATILLA	80	80	800	10
CASA	2016	PINA	7	7	163	23,32
CASA	2016	PITAHAYA	1,5	1	5,5	5
CASA	2016	PLATANO	145,5263158	110	1379,263158	11,01105263
CASA	2016	TOMATE	1,5	1,5	8	8,9
CASA	2016	YUCA	103,8947368	99,21052632	1154,210526	11,43157895
CASA	2017	AGUACATE	27,125	9,75	64,25	7,375
CASA	2017	AHUYAMA	11,33333333	11	160,1666667	12,3
CASA	2017	ARRACACHA	7,75	7	45,5	6,075
CASA	2017	ARROZ	108,75	108,75	589,5	5,1075
CASA	2017	ARVEJA	20	15	6	0,37
CASA	2017	CEBOLLA DE RAMA	4	4	16	4
CASA	2017	CITRICOS	16	13,25	146,75	9,875
CASA	2017	FRIJOL	11,8	10,6	11,2	1,022
CASA	2017	FRUTALES VARIOS	20	10	10	1
CASA	2017	GUANABANA	5	3	18	6
CASA	2017	GUAYABA	10,5	10,5	78,5	8,1
CASA	2017	LIMON	7,5	4,5	31,5	7,5
CASA	2017	LULO	9	7,333333333	66	7,933333333
CASA	2017	MAIZ	82,76190476	73,33333333	141,6428571	2,116428571
CASA	2017	MALANGA	6,2	5,8	46	5,9
CASA	2017	MANDARINA	2	2	30	20
CASA	2017	MANGO	5	5	75	15
CASA	2017	MANGOSTINO	3	3	9	3
CASA	2017	MARACUYA	11	7,5	114,875	15,375
CASA	2017	MORA	4,333333333	3	8,666666667	4,166666667
CASA	2017	NAME	3,333333333	3,333333333	11,33333333	4
CASA	2017	NARANJA	5,5	5,5	37,5	7,25
CASA	2017	PALMA DE ACEITE	1251	509,6	1615	3,332
CASA	2017	PAPA	7	6	9	1,5
CASA	2017	PAPAYA	34	34	770,6666667	22,66666667
CASA	2017	PATILLA	80	80	800	10
CASA	2017	PINA	22	11	256	23,3
CASA	2017	PITAHAYA	2	2	10	5
CASA	2017	PLATANO	157,6428571	100,7142857	1207,285714	10,90357143
CASA	2017	SORGO	20	20	70	3,5
CASA	2017	TOMATE	2	2	30,66666667	28,33333333
CASA	2017	YUCA	109,7222222	98,66666667	1197,777778	12,11111111
CASA	2018	AGUACATE	36	13,28571429	75,71428571	5,857142857
CASA	2018	AHUYAMA	11	11	154,75	13,0875
CASA	2018	ARRACACHA	5,75	5,75	37,5	6,09
CASA	2018	ARROZ	31,5	31,5	147	4,6
CASA	2018	CEBOLLA DE RAMA	5	5	20	4,08
CASA	2018	CITRICOS	15,6	11,4	125	9,9
CASA	2018	FRIJOL	12,8	12,8	13,4	1,034
CASA	2018	FRUTALES VARIOS	20	10	10	1
CASA	2018	GUANABANA	6	2	12	6
CASA	2018	GUAYABA	11,5	11,5	84,5	8,1
CASA	2018	LIMON	12	3	45	15
CASA	2018	LULO	9,333333333	7,666666667	68,66666667	7,933333333
CASA	2018	MAIZ	104,0869565	104,0869565	204,5217391	2,063478261
CASA	2018	MALANGA	9,8	9,8	69,6	5,928
CASA	2018	MANDARINA	2	2	30	20
CASA	2018	MANGO	7	7	105	15
CASA	2018	MANGOSTINO	3	3	9	3
CASA	2018	MARACUYA	11,75	7,625	119,875	15,6875
CASA	2018	MORA	5	3	9,333333333	4,333333333
CASA	2018	NAME	3,333333333	3,333333333	12,33333333	4
CASA	2018	NARANJA	5	5	39,33333333	9,833333333
CASA	2018	PALMA DE ACEITE	1251	592,8	1986	3,48
CASA	2018	PAPA	8	8	12	1,52
CASA	2018	PAPAYA	42,5	37,5	937,5	25
CASA	2018	PINA	27	11	256	23,3
CASA	2018	PITAHAYA	2	2	10	5
CASA	2018	PLATANO	169,4615385	95	1332,461538	11,31923077
CASA	2018	SACHA INCHI	3	2	3	2
CASA	2018	SORGO	20	20	70	3,5
CASA	2018	TOMATE	3	3	32,5	22,53
CASA	2018	YUCA	106,9444444	106,9444444	1306,944444	12,12111111
CASA	2019	AGUACATE	33,66666667	23,44444444	141,6111111	6,966666667
CASA	2019	ARRACACHA	6	6	46,14285714	6,714285714
CASA	2019	ARROZ	230,8	230,8	1327,6	5,75
CASA	2019	ARVEJA	17,5	17,5	14	0,8
CASA	2019	LULO	19,5	7,5	80,83333333	11
CASA	2019	MAIZ	128,8461538	128,8076923	300,2888462	2,130769231
CASA	2019	MALANGA, ACHIN, YOTA, PAPA CHINA, BORE	4,325	4,325	24,175	4,875
CASA	2019	MARACUYA	8,2	7,6	147,9	18,5
CASA	2019	MELON	40	40	240	6
CASA	2019	MORA	5,266666667	4,933333333	24,33333333	5,666666667
CASA	2019	NAME	4,5	4,5	15	3,5
CASA	2019	NARANJA	14,3	14,3	71,5	5
CASA	2019	OTROS CITRICOS	27,12857143	22,84285714	201,0071429	9,5
CASA	2019	PALMA DE ACEITE	1446,8	1129	3747,828	3,412
CASA	2019	PAPAYA	44	40	820	20
CASA	2019	PINA	39	34	792,2	23,3
CASA	2019	PLATANO	64,6	52,8	489,7	9,2
CASA	2019	SACHA INCHI	4,333333333	1	2,166666667	2,166666667
CASA	2019	SOYA	150	150	300	2
CASA	2019	TOMATE	1	1	40	40
CASA	2019	YUCA	53,609375	52,765625	522,65625	9,25
CASA	2020	AGUACATE	29,66666667	18	125,6666667	5,411111111
CASA	2020	AHUYAMA	12,83333333	12,83333333	368,6666667	25,33333333
CASA	2020	ARRACACHA	5,666666667	4,833333333	21,5	4,883333333
CASA	2020	ARROZ	220	220	1264,44	5,75
CASA	2020	ARVEJA	13	13	10,4	0,8
CASA	2020	FRIJOL	9,333333333	8,5	7,448333333	0,925
CASA	2020	GUANABANA	1	0	0	0
CASA	2020	GUAYABA	1	0	0	0
CASA	2020	HABICHUELA	1,5	1,5	1,2	0,8
CASA	2020	LIMON	2,5	0	0	0
CASA	2020	LULO	21,5	21,5	277	10,5
CASA	2020	MAIZ	95,57575758	91,12121212	216,1484848	2,457878788
CASA	2020	MALANGA, ACHIN, YOTA, PAPA CHINA, BORE	7,3	5,75	34,605	6,27
CASA	2020	MANDARINA	1	0	0	0
CASA	2020	MARACUYA	11,4	8,9	135,1	14,314
CASA	2020	MELON	21	21	125,5	5,75
CASA	2020	MORA	5,333333333	4,5	22	3
CASA	2020	NAME	2,666666667	2,333333333	8,333333333	4
CASA	2020	NARANJA	8,6	5	45	9
CASA	2020	OTROS CITRICOS	26,7	22,98571429	255,75	12,64285714
CASA	2020	PALMA DE ACEITE	1458,8	1365	4708,63	3,502
CASA	2020	PAPA	7	5	7,5	1,5
CASA	2020	PAPAYA	44	44	930	21
CASA	2020	PATILLA	18	17,375	178,25	10,31
CASA	2020	PINA	6,333333333	2,666666667	53,33333333	12,66666667
CASA	2020	PITAHAYA	1,5	1,5	6	4
CASA	2020	PLATANO	63,6	47,4	450,25	8,35
CASA	2020	SACHA INCHI	1,5	1,5	4,25	2,75
CASA	2020	SOYA	150	150	300	2
CASA	2020	TOMATE	0,6	0,6	17,33333333	33,33333333
CASA	2020	YUCA	61,96875	59,125	623,3125	9,7671875
CASA	2021	AGUACATE	14,75	11,125	48,14875	4,385
CASA	2021	AHUYAMA	11,75	11,5	147,75	12
CASA	2021	ARRACACHA	5,5	5,456666667	25,06333333	4,566666667
CASA	2021	ARROZ	289	289	1531	5,3
CASA	2021	ARVEJA	15	14	12	0,86
CASA	2021	FRIJOL	7,5	7,291666667	10,58	1,341666667
CASA	2021	GUANABANA	1	1	3	3
CASA	2021	GUAYABA	1	0,75	3,125	4,25
CASA	2021	LIMON	3,427777778	2,777777778	22,55	9,644444444
CASA	2021	LULO	21	19,5	61,5	6
CASA	2021	MAIZ	100,9030303	94,41818182	264,8581818	2,524545455
CASA	2021	MALANGA, ACHIN, YOTA, PAPA CHINA, BORE	6,85	6,4	37,575	5,617
CASA	2021	MANDARINA	2,057142857	0,7	7,92	10,85714286
CASA	2021	MARACUYA	13,77777778	10,88888889	181,6666667	17
CASA	2021	MELON	20,33333333	20,33333333	306	12,2
CASA	2021	MORA	5,5	5,333333333	24,75	3,5
CASA	2021	NAME	2,5	2,166666667	23,66666667	8
CASA	2021	NARANJA	19,91	18,3475	167,70875	9,84875
CASA	2021	PALMA DE ACEITE	1567,8	1425,8	5049,596	3,588
CASA	2021	PAPA	9	9	36	4
CASA	2021	PAPAYA	70,75	44,25	790	17,75
CASA	2021	PATILLA	13,5	13,5	198,25	17,6875
CASA	2021	PINA	4,5	3	75	12,5
CASA	2021	PITAHAYA	1,5	1,5	6	4
CASA	2021	PLATANO	47,625	38,5	323,9125	8,225
CASA	2021	SOYA	622	622	1244	2
CASA	2021	TOMATE	0,5	0,5	7,5	15
CASA	2021	YUCA	56,15151515	52,33333333	528,7272727	9,284545455
CASA	2022	AGUACATE	15,0875	12,5875	61,18	5,02125
CASA	2022	AHUYAMA	5,5	5,25	63,75	11,5
CASA	2022	ARRACACHA	7	3,916666667	20,39166667	5,1
CASA	2022	ARVEJA	16,5	13,5	11,35	0,85
CASA	2022	CILANTRO	0,01	0,01	0,08	8
CASA	2022	FRIJOL	9,571428571	8,428571429	8,268571429	1,017142857
CASA	2022	GRANADILLA	0,5	0	0	0
CASA	2022	GUANABANA	1	1	3	3
CASA	2022	GUAYABA	3	2,666666667	14,83333333	4,833333333
CASA	2022	LIMON	4,427777778	3,15	25,07222222	10,22222222
CASA	2022	LULO	21	21	66	6
CASA	2022	MAIZ	95,98484848	82,13636364	256,0045455	2,088787879
CASA	2022	MALANGA, ACHIN, YOTA, PAPA CHINA, BORE	6,75	5,15	21,95	3,817
CASA	2022	MANDARINA	2,214285714	1,628571429	19,95	9,142857143
CASA	2022	MARACUYA	13,73888889	10,46111111	121,3711111	13,25
CASA	2022	MARANON	3	0	0	0
CASA	2022	MELON	17	17	247	11,66666667
CASA	2022	MORA	4,5	3,333333333	17	6,333333333
CASA	2022	NAME	2,5	2,5	11,33333333	4,223333333
CASA	2022	NARANJA	31,15875	18,53375	161,36875	9,48
CASA	2022	PALMA DE ACEITE	1473,4	848,2	2740,416	3,348
CASA	2022	PAPA	12	10	40	4
CASA	2022	PAPAYA	63,75	48	670,5	17,25
CASA	2022	PATILLA	8,2	8,7	136,7	14,2
CASA	2022	PINA	10,775	9	152,0625	17,7125
CASA	2022	PITAHAYA	1,5	1,5	6	4
CASA	2022	PLATANO	62,11111111	48,88888889	416,4444444	8,055555556
CASA	2022	SOYA	250	311	622	2
CASA	2022	TANGELO	0,5	0	0	0
CASA	2022	TOMATE	0,2	0,05	0,3	3
CASA	2022	YUCA	52,28571429	49,88571429	470,1857143	8,285714286
CASA	2023	AGUACATE	18,2125	12,5875	62,01875	5,24625
CASA	2023	AHUYAMA	3,333333333	3,333333333	37,66666667	11
CASA	2023	ARRACACHA	7	6,666666667	34,51666667	5,6
CASA	2023	ARVEJA	16	16	13,5	0,85
CASA	2023	BANANO	2	0	0	0
CASA	2023	DURAZNO O ALBARICOQUE	1	0	0	0
CASA	2023	FRIJOL	9,857142857	9,857142857	9,415714286	1,011428571
CASA	2023	GUANABANA	1	1	6	6
CASA	2023	GUAYABA	2,933333333	2,6	14,53333333	4,833333333
CASA	2023	LIMON	5,594444444	2,872222222	21,89222222	11,22222222
CASA	2023	LULO	21	21	69	9
CASA	2023	MAIZ	103,5	60,44642857	186,9178571	2,200357143
CASA	2023	MALANGA, ACHIN, YOTA, PAPA CHINA, BORE	5,7	6,65	25,873	3,932
CASA	2023	MANDARINA	2,342857143	1,328571429	14,84142857	10,42857143
CASA	2023	MARACUYA	16,4375	14,25	231,5	16,75
CASA	2023	MARANON	3	0	0	0
CASA	2023	MELON	3,5	3,5	51,5	14,5
CASA	2023	MORA	6,25	5,75	39,5	7
CASA	2023	NAME	1,366666667	2,5	11,33	4,22
CASA	2023	NARANJA	32,70875	17,59625	151,4	10,4725
CASA	2023	PALMA DE ACEITE	1366	747,2	2434,964	3,248
CASA	2023	PAPA	14	14	56	4
CASA	2023	PAPAYA	32,66666667	31	476	18
CASA	2023	PATILLA	9,666666667	7,833333333	177,8333333	11
CASA	2023	PINA	6,62	5,22	102,256	15,17
CASA	2023	PITAHAYA	1	0,5	0,75	0,75
CASA	2023	PLATANO	57,90625	50,34375	412,05	7,31
CASA	2023	SOYA	300	250	500	2
CASA	2023	TANGELO	0,5	0,5	4,5	9
CASA	2023	YUCA	50,10714286	49,32857143	456,1285714	8,865714286
CAUC	2006	AHUYAMA	16,71428571	16,71428571	195,7142857	11,66714286
CAUC	2006	ARROZ	277,5	277,5	813,5	3,545
CAUC	2006	ARVEJA	25,5	20,5	26,66666667	1,871666667
CAUC	2006	BROCOLI	9	9	102	12
CAUC	2006	CEBOLLA DE RAMA	6	6	36	6
CAUC	2006	CILANTRO	3	2,666666667	9,666666667	4,75
CAUC	2006	COLIFLOR	6	6	96	16,84
CAUC	2006	FRIJOL	38,3	35,9	41,35	1,208
CAUC	2006	HABICHUELA	6,666666667	5,666666667	14,33333333	2,416666667
CAUC	2006	LECHUGA	2	2	12	6,32
CAUC	2006	MAIZ	114,7209302	109,9534884	191,9534884	1,966046512
CAUC	2006	MANI	3	2	4	1,9
CAUC	2006	MELON	5	5	75	15
CAUC	2006	PAPA	91,375	85,25	1228,125	11,955
CAUC	2006	PATILLA	13,66666667	13,66666667	198,6666667	14,13333333
CAUC	2006	PEPINO COHOMBRO	4	4	49	12,25
CAUC	2006	PIMENTON	2	1	5	5
CAUC	2006	QUINUA	12,5	11,5	7	0,615
CAUC	2006	SORGO	7,5	7,25	29,75	4,2
CAUC	2006	SOYA	7,5	7,5	22,5	3
CAUC	2006	TOMATE	5,235294118	5	103,4117647	16,64529412
CAUC	2006	TRIGO	9,25	8,75	10	1,115
CAUC	2006	ZANAHORIA	3	2	25	10,42
CAUC	2007	ACELGA	2	2	10	5
CAUC	2007	ACHIRA	35	35	42,5	1,225
CAUC	2007	AGUACATE	6,666666667	5,333333333	28,66666667	5,666666667
CAUC	2007	AHUYAMA	20,61538462	18	202,1538462	11,42153846
CAUC	2007	AJI	8	8	22	2,7
CAUC	2007	AJO	9	9	37	4,11
CAUC	2007	ARRACACHA	17	17	58	3,43
CAUC	2007	ARROZ	157,8571429	156,8571429	479	3,038571429
CAUC	2007	ARVEJA	16,72727273	14,90909091	21,90909091	2,047272727
CAUC	2007	BANANO	82,75	68	417,25	7,36
CAUC	2007	BROCOLI	9,5	9	102	11,395
CAUC	2007	CEBOLLA DE RAMA	15,6	12,9	107,7	8,454
CAUC	2007	CHONTADURO	5,5	5,5	18,5	4
CAUC	2007	CILANTRO	3,333333333	3,166666667	11,83333333	5,485
CAUC	2007	CITRICOS	20,5	17	248,5	14,66
CAUC	2007	COLIFLOR	5	5	90,5	18,08
CAUC	2007	FRIJOL	40,9375	38,0625	44,14583333	1,159166667
CAUC	2007	GRANADILLA	7	5,25	34	7,25
CAUC	2007	GUAYABA	12,33333333	11	79,66666667	7,776666667
CAUC	2007	HABICHUELA	7	5,5	14,5	2,59
CAUC	2007	LECHUGA	3,666666667	3,666666667	16,33333333	5,136666667
CAUC	2007	LIMON	26	16	144	9
CAUC	2007	LULO	30,92857143	24	150,8571429	6,953571429
CAUC	2007	MAIZ	114,9186047	106,1162791	190,9302326	1,969418605
CAUC	2007	MANGO	58,2	39	307,8	7,398
CAUC	2007	MANI	3,5	3,5	5,5	1,585
CAUC	2007	MARACUYA	15	13,25	131,75	8,325
CAUC	2007	MELON	7	6	82	14
CAUC	2007	MORA	34,46153846	25,69230769	111,9230769	4,946923077
CAUC	2007	NARANJA	65,5	43,75	445	9,7575
CAUC	2007	PAPA	95,47058824	86,76470588	1192,117647	12,09117647
CAUC	2007	PAPAYA	10	10	125	12,5
CAUC	2007	PATILLA	11	10,66666667	144,5	13,135
CAUC	2007	PEPINO COHOMBRO	2,5	2,5	29	11,375
CAUC	2007	PIMENTON	5,5	4,5	89,5	19,5
CAUC	2007	PINA	3,5	3,5	60	15
CAUC	2007	PLATANO	186,4482759	157,7241379	1267,103448	8,187241379
CAUC	2007	QUINUA	10,25	9,25	7	0,835
CAUC	2007	REPOLLO	1,5	1,5	2,5	1,875
CAUC	2007	SORGO	12,11111111	11,88888889	45,88888889	3,742222222
CAUC	2007	SOYA	4,571428571	4,285714286	12	2,795714286
CAUC	2007	TOMATE	4,625	4,4375	69,3125	16,1990625
CAUC	2007	TOMATE DE ARBOL	12	9,571428571	79,42857143	7,544285714
CAUC	2007	TRIGO	27,8	26,9	37,4	1,234
CAUC	2007	UCHUVA	23	16	183,5	12,6
CAUC	2007	ULLUCO	43,33333333	35,33333333	215	6,823333333
CAUC	2007	YUCA	75,07142857	70,17857143	782,8571429	10,56857143
CAUC	2007	ZANAHORIA	1,666666667	1,666666667	12,66666667	9,656666667
CAUC	2008	ACELGA	2	1	5	4,65
CAUC	2008	ACHIRA	34,33333333	33,66666667	41	1,233333333
CAUC	2008	AGUACATE	27,8	5,6	25,8	4,586
CAUC	2008	AHUYAMA	20,72727273	15,63636364	146,9090909	9,13
CAUC	2008	AJO	9	9	53	5,89
CAUC	2008	ARRACACHA	28,2	27,2	132,6	4,706
CAUC	2008	ARROZ	114,1	111,3	355,6	2,783
CAUC	2008	ARVEJA	16,86666667	15,4	22,53333333	2,035333333
CAUC	2008	BANANO	29	14	133,5	9,3
CAUC	2008	BROCOLI	9	8,5	101	11,98
CAUC	2008	CEBOLLA DE RAMA	17,66666667	15,83333333	165,9166667	9,2825
CAUC	2008	CHONTADURO	5	4,5	18	4,355
CAUC	2008	CILANTRO	3,333333333	2,833333333	10,66666667	6,366666667
CAUC	2008	CITRICOS	23,5	18	274,5	15,355
CAUC	2008	COLIFLOR	4	4	85,5	19,9
CAUC	2008	FRESA	18	17	345	20,29
CAUC	2008	FRIJOL	34,22641509	30,09433962	36,13207547	1,221698113
CAUC	2008	GRANADILLA	10,28571429	6,428571429	44,85714286	7,158571429
CAUC	2008	GUAYABA	11,75	8,75	63,75	7,635
CAUC	2008	HABICHUELA	8	5,5	13	2,365
CAUC	2008	LECHUGA	4,25	3,75	16,5	4,49
CAUC	2008	LIMON	21,33333333	17,33333333	205	10,95
CAUC	2008	LULO	41,76923077	34,07692308	221	6,699230769
CAUC	2008	MAIZ	100,5	88,02380952	163,5714286	1,941904762
CAUC	2008	MANDARINA	4	2	18	9
CAUC	2008	MANGO	35,25	32,25	188,75	6,0725
CAUC	2008	MANI	30,33333333	20	20	1,6
CAUC	2008	MARACUYA	15,5	11,75	125,5	8,2375
CAUC	2008	MELON	10	9	90	10,1
CAUC	2008	MORA	34,26666667	26,8	114,8	5,209333333
CAUC	2008	NARANJA	57,6	49,2	490,6	10,15
CAUC	2008	PAPA	73,6	68,33333333	857,2	10,64266667
CAUC	2008	PAPAYA	12	10	175	17,5
CAUC	2008	PATILLA	9,666666667	6,833333333	71	11,07
CAUC	2008	PEPINO COHOMBRO	1	1	12	12
CAUC	2008	PIMENTON	2	1,5	18	14,765
CAUC	2008	PINA	1	1	8	8
CAUC	2008	PLATANO	171,7857143	157,2142857	1141,428571	7,870357143
CAUC	2008	QUINUA	8	6	4	0,6
CAUC	2008	REPOLLO	1,5	1,5	1,5	1,4675
CAUC	2008	SORGO	29,1	25,5	83,1	3,223
CAUC	2008	SOYA	19,25	12,125	32,25	2,61875
CAUC	2008	TOMATE	4,966666667	4,8	66,5	14,94
CAUC	2008	TOMATE DE ARBOL	13,125	11	93,125	8,44
CAUC	2008	TRIGO	37,77777778	37,22222222	59	1,32
CAUC	2008	UCHUVA	11	7,5	81,5	11
CAUC	2008	ULLUCO	46,75	39	222,25	5,87
CAUC	2008	YUCA	86,53571429	71,92857143	764	10,63392857
CAUC	2008	ZANAHORIA	2	2	10,5	8,6575
CAUC	2009	ACELGA	1	1	0	0,5
CAUC	2009	ACHIRA	22,66666667	21	26,66666667	1,4
CAUC	2009	AGUACATE	29,8	5,6	38	6,032
CAUC	2009	AHUYAMA	25,55555556	22,77777778	127,3333333	7,437777778
CAUC	2009	AJO	8	8	48	6
CAUC	2009	ARRACACHA	14,25	14,25	45	4,075
CAUC	2009	ARROZ	94,16666667	84,33333333	143	2,031666667
CAUC	2009	ARVEJA	18,35294118	16,76470588	22,47058824	1,821176471
CAUC	2009	BANANO	55	30	288	9,6
CAUC	2009	BROCOLI	11	11	129	11,585
CAUC	2009	CEBOLLA DE RAMA	14,71428571	13,71428571	132,7142857	7,845
CAUC	2009	CHONTADURO	6,5	5	17	3,57
CAUC	2009	CILANTRO	1,833333333	1,833333333	11,16666667	7,08
CAUC	2009	CITRICOS	26	20	291,5	14,5
CAUC	2009	COLIFLOR	16	15,5	276,5	18,18
CAUC	2009	FRESA	15	15	270	18
CAUC	2009	FRIJOL	31,34615385	27,03846154	32,96153846	1,223269231
CAUC	2009	GRANADILLA	11,71428571	6,571428571	52	6,957142857
CAUC	2009	GUANABANA	10	8	65	8,13
CAUC	2009	GUAYABA	9,285714286	7,285714286	69,28571429	9,362857143
CAUC	2009	HABICHUELA	6,25	5,25	14,75	2,9775
CAUC	2009	HORTALIZAS VARIAS	15,5	8	62	7,2
CAUC	2009	LECHUGA	1,75	1,75	6,25	4,25
CAUC	2009	LIMON	19,6	10,8	123,6	10,93
CAUC	2009	LULO	27,69230769	18,76923077	124,3076923	6,129230769
CAUC	2009	MAIZ	94,88505747	82,44827586	134,7586207	1,865172414
CAUC	2009	MANDARINA	10	5	53	10,6
CAUC	2009	MANGO	36	32,75	186,5	5,6
CAUC	2009	MANI	9	7,5	18	2,4
CAUC	2009	MARACUYA	7,2	4	32,8	7,32
CAUC	2009	MELON	8	6	69	12
CAUC	2009	MORA	34,06666667	29,2	125,9333333	5,378
