depa	ano	culti	ar.semb	ar.cose	produ	rendi
HUIL	2016	LULO	45,4375	41,375	269	6,425
HUIL	2016	MAIZ	138,52	135,48	348,992	2,71056
HUIL	2016	MANGO	11,73684211	10,10526316	107	10,42105263
HUIL	2016	MARACUYA	31,65	28,4	439,25	15,55
HUIL	2016	MELON	25,8	25,55	465,75	17,975
HUIL	2016	MORA	28,89285714	24,39285714	154,9285714	6,217857143
HUIL	2016	PAPA	2,785714286	2,785714286	15,28571429	5,464285714
HUIL	2016	PAPAYA	12,69230769	10,11538462	151,9615385	14,78846154
HUIL	2016	PATILLA	8,1875	7,8125	115,6875	14,6875
HUIL	2016	PEPINO COHOMBRO	7,166666667	7,111111111	67,11111111	9,444444444
HUIL	2016	PIMENTON	5,580645161	5,387096774	31,5483871	5,790322581
HUIL	2016	PINA	14,30769231	11,5	180,3846154	14,88461538
HUIL	2016	PITAHAYA	13,63636364	6,681818182	69,72727273	9,954545455
HUIL	2016	PLATANO	253,1904762	232,8095238	730	3,26047619
HUIL	2016	SORGO	21,23529412	20,94117647	91	4,311764706
HUIL	2016	TOMATE	12,41791045	12,13432836	184,6268657	14,96268657
HUIL	2016	TOMATE DE ARBOL	22,74193548	18,74193548	104,3870968	5,548387097
HUIL	2016	UVA	16,41666667	12,5	133,6666667	10,22916667
HUIL	2016	YUCA	92,91666667	84,66666667	499,1944444	5,95
HUIL	2017	ACHIRA	8,428571429	8,285714286	17	1,792857143
HUIL	2017	AGUACATE	57,76666667	32,73333333	343,7	10,61666667
HUIL	2017	AHUYAMA	9,733333333	8,9	133,0666667	13,46666667
HUIL	2017	ARRACACHA	17,57142857	16,46428571	135,1071429	7,017857143
HUIL	2017	ARROZ	128,5	128	726	5,655
HUIL	2017	ARVEJA	20,07017544	19,05263158	34,50877193	1,802807018
HUIL	2017	BADEA	7,1875	5,625	82,125	14,25
HUIL	2017	BANANO	24,45454545	15,27272727	110,8636364	6,804545455
HUIL	2017	CEBOLLA DE BULBO	5,3125	5,3125	48	9,5
HUIL	2017	CEBOLLA DE RAMA	9,333333333	8,571428571	62,04761905	7,152380952
HUIL	2017	CHOLUPA	15,93333333	11,53333333	88,06666667	7,68
HUIL	2017	CITRICOS	40,14705882	28,58823529	231,1176471	8,179411765
HUIL	2017	CURUBA	9,416666667	7,5	45,83333333	6
HUIL	2017	DURAZNO	33,18181818	28,54545455	171,4545455	5,836363636
HUIL	2017	FRIJOL	39,66666667	36,63888889	36,11111111	0,98
HUIL	2017	GRANADILLA	38,84375	28,59375	398,6875	13,840625
HUIL	2017	GUANABANA	17,17241379	11,82758621	119	10,20689655
HUIL	2017	GUAYABA	15,625	13,54166667	73,41666667	5,008333333
HUIL	2017	GULUPA	5,777777778	4,333333333	24,22222222	5,888888889
HUIL	2017	HABICHUELA	4,5	4,25	13,75	3,175
HUIL	2017	HORTALIZAS VARIAS	14,84126984	14,01587302	63,34920635	4,607936508
HUIL	2017	LULO	44,84375	33,03125	225,8125	6,484375
HUIL	2017	MAIZ	120,3813559	116,4067797	281,1355932	2,653050847
HUIL	2017	MANGO	13,05555556	11,38888889	120,1111111	10,77777778
HUIL	2017	MARACUYA	37,04761905	24,76190476	336,5238095	15
HUIL	2017	MELON	26,04545455	25,72727273	471,4090909	18,05454545
HUIL	2017	MORA	29,57142857	24,42857143	148,3928571	5,832142857
HUIL	2017	PAPA	3,666666667	3,5	18,66666667	5,291666667
HUIL	2017	PAPAYA	13,96153846	9,076923077	136,3846154	14,42307692
HUIL	2017	PATILLA	7,444444444	7,277777778	116	14,75555556
HUIL	2017	PEPINO COHOMBRO	10,70588235	10,29411765	110,1764706	9,835294118
HUIL	2017	PIMENTON	7,928571429	7,285714286	56,35714286	7,446428571
HUIL	2017	PINA	11,64	7,32	119,4	15,56
HUIL	2017	PITAHAYA	14,29166667	8,125	88,5	9,916666667
HUIL	2017	PLATANO	262,0952381	227,8095238	808,6190476	3,747142857
HUIL	2017	SORGO	25,63636364	25,63636364	111,1818182	4,3
HUIL	2017	TOMATE	12,609375	12,1875	182,84375	15,1015625
HUIL	2017	TOMATE DE ARBOL	21,5483871	18,35483871	108,9677419	5,838709677
HUIL	2017	UVA	17,88888889	9,555555556	98,51851852	9,555555556
HUIL	2017	YUCA	82,31428571	75,57142857	441,9714286	6,122857143
HUIL	2018	ACHIRA	7,428571429	7,428571429	14,85714286	1,792857143
HUIL	2018	AGUACATE	54,13793103	39,06896552	442,6551724	11,16551724
HUIL	2018	AHUYAMA	10,6875	10,6875	161,8125	14,09375
HUIL	2018	ARRACACHA	16,96428571	16,96428571	138,5	6,993928571
HUIL	2018	ARROZ	20	20	113	5,8
HUIL	2018	ARVEJA	21,27586207	21,27586207	39,03448276	1,806206897
HUIL	2018	BADEA	8	6,625	100,125	14,5625
HUIL	2018	BANANO	21,38095238	15,23809524	111,7142857	7,389047619
HUIL	2018	CEBOLLA DE BULBO	4,5	4,5	43,625	9,75
HUIL	2018	CEBOLLA DE RAMA	7,8	7,8	55,65	7,11
HUIL	2018	CHOLUPA	20,2	17,06666667	122,3333333	7,48
HUIL	2018	CITRICOS	43,57142857	37,57142857	349,6	8,998857143
HUIL	2018	CURUBA	9,333333333	8,75	54,83333333	6,291666667
HUIL	2018	DURAZNO	32,58333333	28,41666667	181,5	6,391666667
HUIL	2018	FRIJOL	46,15789474	46,15789474	52,68421053	1,116315789
HUIL	2018	GRANADILLA	34,48275862	28,96551724	379,6551724	14,14482759
HUIL	2018	GUANABANA	20,51724138	16,72413793	194,6896552	10,87931034
HUIL	2018	GUAYABA	19,375	17,54166667	100	5,627916667
HUIL	2018	GULUPA	5,9	5,3	31,5	6,17
HUIL	2018	HABICHUELA	4	4	12,5	3,1
HUIL	2018	HORTALIZAS VARIAS	14,6875	14,6875	67,5625	4,6875
HUIL	2018	LULO	41,25806452	36	263,7419355	6,693548387
HUIL	2018	MAIZ	122,625	122,625	294,828125	2,74734375
HUIL	2018	MANGO	14,75	12,45	145,35	12,75
HUIL	2018	MARACUYA	43,40909091	33,90909091	471,3181818	15,25
HUIL	2018	MELON	31,44444444	31,44444444	575,4444444	17,88888889
HUIL	2018	MORA	24,40740741	22,88888889	143,1851852	6,17037037
HUIL	2018	PAPA	4,666666667	4,666666667	25,83333333	5,416666667
HUIL	2018	PAPAYA	16	12,57692308	192,1923077	15,25
HUIL	2018	PATILLA	8,555555556	8,555555556	136,7777778	15,88888889
HUIL	2018	PEPINO COHOMBRO	10,33333333	10,33333333	115	11,05555556
HUIL	2018	PIMENTON	8,071428571	8,071428571	56,35714286	7,464285714
HUIL	2018	PINA	14,69230769	12,92307692	211,6923077	16,35384615
HUIL	2018	PITAHAYA	15	11,20833333	123,9166667	10,20833333
HUIL	2018	PLATANO	254,4285714	232,8095238	917,8571429	4,131904762
HUIL	2018	SORGO	20,83333333	20,83333333	92,83333333	4,4
HUIL	2018	TOMATE	14,06060606	14,06060606	212,7878788	15,41818182
HUIL	2018	TOMATE DE ARBOL	22,96774194	19,77419355	128,1290323	6,329032258
HUIL	2018	UVA	13,19230769	11,80769231	125,7307692	10,01923077
HUIL	2018	YUCA	78,91428571	78,91428571	465,4571429	6,301714286
HUIL	2019	ACHIRA	4,857142857	4,857142857	10,62857143	2,170714286
HUIL	2019	AGUACATE	61,8	38,15714286	399,7857143	9,678571429
HUIL	2019	AHUYAMA	12,29032258	11,90322581	171,8225806	13,75806452
HUIL	2019	ARRACACHA	10,53061224	10,14285714	65,01020408	6,86755102
HUIL	2019	ARROZ	24,5	24,5	146,6	5,98
HUIL	2019	ARVEJA	18,05555556	17,31481481	43,91759259	2,455185185
HUIL	2019	BADEA	7,067647059	7,008823529	101,4235294	12,88235294
HUIL	2019	BANANO	25,49583333	20,92291667	147,2033333	6,6375
HUIL	2019	CEBOLLA DE BULBO	6,74375	6,74375	55,325	8,0625
HUIL	2019	CEBOLLA DE RAMA	10,19047619	9,476190476	80,76190476	8,238095238
HUIL	2019	CURUBA	9,583333333	7,791666667	52,20833333	6,583333333
HUIL	2019	DURAZNO O ALBARICOQUE	18,67857143	14,96428571	90,64285714	5,585714286
HUIL	2019	FRIJOL	48,8974359	47,61538462	50,37564103	1,055128205
HUIL	2019	GRANADILLA	28,7625	22,121875	288,434375	12,40625
HUIL	2019	GUANABANA	17,89	13,89833333	148,8016667	10,31666667
HUIL	2019	GUAYABA	18,81	17,36	122,3175	5,8455
HUIL	2019	GULUPA O CHOLUPA	17,15526316	14,81842105	111,7394737	6,629473684
HUIL	2019	HABICHUELA	6,5	6,5	11,68333333	2,533333333
HUIL	2019	LULO	42,18709677	33,60645161	229,6258065	6,709677419
HUIL	2019	MAIZ	154,2740741	152,2740741	411,2711111	2,90462963
HUIL	2019	MANGO	13,835	12,31	162,915	13,1
HUIL	2019	MARACUYA	32,54545455	29,08181818	416,2454545	14,59090909
HUIL	2019	MELON	22,2	22	434,2	19,8
HUIL	2019	MORA	28,63571429	24,15714286	157,4642857	6,446428571
HUIL	2019	OTRAS HORTALIZAS	14,7421875	12,9375	62,4453125	4,6765625
HUIL	2019	OTROS CITRICOS	46,66428571	36,86142857	323,3785714	8,405714286
HUIL	2019	PAPA	3,833333333	3,75	19,33333333	5,166666667
HUIL	2019	PAPAYA	14,77884615	11,52884615	174,8557692	14,57692308
HUIL	2019	PATILLA	8,523809524	8,523809524	139,6190476	16,19047619
HUIL	2019	PEPINO COHOMBRO	7,363636364	7,318181818	81,54545455	10,47727273
HUIL	2019	PIMENTON	10,81818182	10,54545455	87,54545455	8,136363636
HUIL	2019	PINA	14,92962963	9,633333333	172,2111111	16,66666667
HUIL	2019	PITAHAYA	17,44583333	12,00833333	121,3291667	9,416666667
HUIL	2019	PLATANO	96,8	73,75	379,325	5,445
HUIL	2019	SORGO	6,75	6,75	29,675	4,441666667
HUIL	2019	TOMATE	12,93283582	12,62686567	211,9552239	16,76119403
HUIL	2019	TOMATE DE ARBOL	21,61935484	16,07096774	97,63548387	6,451612903
HUIL	2019	UVA	12,88148148	9,844444444	91,8962963	9,814814815
HUIL	2019	YUCA	71,15517241	68,06896552	481,5603448	6,779482759
HUIL	2020	ACELGA	2,3	2,3	23,9	10,405
HUIL	2020	ACHIRA	4,1145	3,8895	9,6025	2,684
HUIL	2020	AGUACATE	58,362	46,2232	471,876	9,5336
HUIL	2020	AHUYAMA	11,11842105	9,648684211	136,7105263	13,52894737
HUIL	2020	ARRACACHA	10,26591837	9,36122449	71,60816327	7,725102041
HUIL	2020	ARROZ	29	29	173,13	5,97
HUIL	2020	ARVEJA	16,01923077	15,15307692	32,99326923	2,065961538
HUIL	2020	BADEA	8,138235294	7,026470588	99,14352941	13,65235294
HUIL	2020	BANANO	30,905	23,56846154	167,4380769	6,989230769
HUIL	2020	CEBOLLA DE BULBO	6,25	6,1875	53,60625	8,275
HUIL	2020	CEBOLLA DE RAMA	11,4	10,22142857	97,03214286	11,73535714
HUIL	2020	CILANTRO	5	4,066666667	43,73333333	16,27666667
HUIL	2020	CURUBA	8,041666667	7,291666667	53,74166667	7,266666667
HUIL	2020	DURAZNO O ALBARICOQUE	16,26	14,41	88,91	6,279
HUIL	2020	FRIJOL	40,33153846	36,44102564	44,58333333	1,163333333
HUIL	2020	GRANADILLA	21,82903226	19,60322581	214,0677419	11,05741935
HUIL	2020	GUANABANA	19,5875	16,475	170,9867857	10,1625
HUIL	2020	GUAYABA	20,51	18,91	128,597	6,4575
HUIL	2020	GULUPA O CHOLUPA	21,27380952	17,55952381	128,9380952	7,074285714
HUIL	2020	HABICHUELA	4,333333333	4	9,833333333	2,366666667
HUIL	2020	LECHUGA	2,5	2,5	36	14,085
HUIL	2020	LIMON	31,33333333	11	123,7333333	10,03
HUIL	2020	LULO	44,49833333	40,19166667	279,7033333	7,011
HUIL	2020	MAIZ	138,837931	128,3189655	369,8553448	3,030862069
HUIL	2020	MANDARINA	4,38	2,88	19,9	7,425
HUIL	2020	MANGO	16,735	14,135	174,06	12,2605
HUIL	2020	MARACUYA	38,81304348	31,76086957	437,9030435	13,54956522
HUIL	2020	MELON	23,12962963	21,58148148	413,5166667	20,43259259
HUIL	2020	MORA	24,4475	21,28678571	134,1239286	6,176428571
HUIL	2020	NARANJA	11	8	70,48	8,81
HUIL	2020	OTRAS HORTALIZAS	12,5483871	11,4983871	61,52806452	5,242903226
HUIL	2020	OTROS CITRICOS	41,88548387	35,26290323	292,9912903	8,099032258
HUIL	2020	PAPA	4,125	3,875	28,9625	6,758333333
HUIL	2020	PAPAYA	18,375	15,39423077	213,1507692	14,46884615
HUIL	2020	PATILLA	7,086956522	6,913043478	110,1121739	15,92217391
HUIL	2020	PEPINO COHOMBRO	7,928571429	6,516666667	86,48571429	13,37238095
HUIL	2020	PIMENTON	11,36956522	10,39652174	93,12869565	8,949130435
HUIL	2020	PINA	15,63846154	12,52307692	218,4353846	16,71615385
HUIL	2020	PITAHAYA	25,018	21,666	190,2852	8,2808
HUIL	2020	PLATANO	71,38333333	66,9	418,5733333	6,346666667
HUIL	2020	SORGO	11,42307692	10,86923077	44,57384615	4,125384615
HUIL	2020	TOMATE	12,55384615	11,52307692	193,4435385	16,63015385
HUIL	2020	TOMATE DE ARBOL	23,31724138	20,55517241	134,1182759	6,610689655
HUIL	2020	UCHUVA	12,66666667	8,333333333	105,3333333	14,66666667
HUIL	2020	UVA	11,548	9,484	90,7856	10,638
HUIL	2020	YUCA	61,77679245	55,22584906	468,7530189	7,351698113
HUIL	2021	ACELGA	2,25	1,75	14,975	7,2
HUIL	2021	ACHIRA	3,888888889	3,766666667	10,73555556	2,661111111
HUIL	2021	AGUACATE	55,97095238	40,12571429	412,9395238	9,80952381
HUIL	2021	AHUYAMA	9,810263158	9,081578947	126,1	12,85526316
HUIL	2021	ARRACACHA	9,723529412	8,715686275	66,57254902	7,12745098
HUIL	2021	ARVEJA	16,92857143	16,13035714	30,31428571	1,874464286
HUIL	2021	BADEA	10,196875	8,353125	121,4375	13,59375
HUIL	2021	BANANO	35,52038462	29,84730769	215,8765385	7,080769231
HUIL	2021	CEBOLLA DE BULBO	4,285714286	3,814285714	34,10714286	7,271428571
HUIL	2021	CEBOLLA DE RAMA	10,20774194	9,309677419	92,77419355	9,746129032
HUIL	2021	CILANTRO	3,041666667	2,791666667	45,49166667	10,38333333
HUIL	2021	CURUBA	9,136363636	8,227272727	56,16818182	6,96
HUIL	2021	DURAZNO O ALBARICOQUE	17,22222222	14,55555556	105,7222222	6,611111111
HUIL	2021	FRIJOL	44,00425532	42,41914894	52,38553191	1,181702128
HUIL	2021	GRANADILLA	26,10933333	22,27	251,0446667	11,211
HUIL	2021	GUANABANA	21,30178571	18,31428571	187,5571429	10,10714286
HUIL	2021	GUAYABA	21,4475	19,9725	137,562	6,1135
HUIL	2021	GULUPA O CHOLUPA	14,8475	12,7165	85,5075	6,6955
HUIL	2021	HABICHUELA	15	13,33333333	36,93333333	2,806666667
HUIL	2021	LECHUGA	2,5	2	25,8	11,4
HUIL	2021	LIMON	43,6296875	33,8359375	311,6440625	8,506875
HUIL	2021	LULO	39,41206897	35,10172414	251,6365517	7,037241379
HUIL	2021	MAIZ	145,0928571	137,7031746	349,1103175	2,620634921
HUIL	2021	MANDARINA	6,439714286	5,336857143	43,42314286	7,961714286
HUIL	2021	MANGO	19,225	16,55	207,509	12,489
HUIL	2021	MARACUYA	40,47391304	36,39130435	483,3186957	13,82217391
HUIL	2021	MELON	20,66666667	19,53703704	345,2444444	17,64074074
HUIL	2021	MORA	24,86964286	21,90892857	144,9528571	6,246428571
HUIL	2021	NARANJA	7,542121212	6,554242424	75,2169697	9,72030303
HUIL	2021	OTRAS HORTALIZAS	12,86515152	12,0969697	72,91060606	5,868787879
HUIL	2021	PAPA	3,416666667	3,166666667	17,53333333	5,183333333
HUIL	2021	PAPAYA	19,51730769	15,59730769	216,5142308	14,75115385
HUIL	2021	PATILLA	7,832	7,268	111,5624	15,2824
HUIL	2021	PEPINO COHOMBRO	7,119047619	6,70952381	90,55238095	11,55571429
HUIL	2021	PIMENTON	9,208695652	8,686956522	77,70434783	8,517391304
HUIL	2021	PINA	17,62576923	14,65653846	242,6073077	16,56423077
HUIL	2021	PITAHAYA	23,966	19,9528	182,2668	8,6488
HUIL	2021	PLATANO	69,71666667	68,05	369,1733333	5,366666667
HUIL	2021	REMOLACHA	1,475	1,275	11,85	9,3
HUIL	2021	REPOLLO	1,9	1,1	40,7	37
HUIL	2021	SORGO	17,5	17	73,43333333	4,0025
HUIL	2021	TANGELO	15	15	150	10
HUIL	2021	TOMATE	12,8969697	12,07121212	199,6489394	16,83924242
HUIL	2021	TOMATE DE ARBOL	24,83333333	21,60666667	121,605	5,856666667
HUIL	2021	UCHUVA	15,16666667	12,5	155	14
HUIL	2021	UVA	13,176	11,128	111,486	10,346
HUIL	2021	YUCA	62,90545455	59,68363636	413,6818182	7,158363636
HUIL	2022	ACELGA	1,65	1,65	11,05	6,475
HUIL	2022	ACHIRA	4,682352941	4,064705882	13,54411765	2,588235294
HUIL	2022	AGUACATE	51,50526316	42,63157895	419,6068421	9,763684211
HUIL	2022	AHUYAMA	9,914473684	9,168421053	123,2234211	12,60263158
HUIL	2022	ARRACACHA	9,850909091	9,472727273	74,33454545	7,050909091
HUIL	2022	ARROZ	50	50	300	6
HUIL	2022	ARVEJA	17,71345455	16,92254545	30,63563636	1,804363636
HUIL	2022	BADEA	11,07625	9,509375	136,60625	13,775
HUIL	2022	BANANO	42,22230769	34,22230769	295,4030769	7,669230769
HUIL	2022	CEBOLLA DE BULBO	5,625	2,725	23,67944444	6,311111111
HUIL	2022	CEBOLLA DE RAMA	11,12857143	10,88	113,8985714	9,802857143
HUIL	2022	CILANTRO	3,25	3,25	62,49	12,36
HUIL	2022	CURUBA	10,27272727	9,909090909	67,92727273	7,2
HUIL	2022	DURAZNO O ALBARICOQUE	17,94444444	15,38888889	108,6111111	6,611111111
HUIL	2022	FRIJOL	42,08085106	40,70851064	57,69319149	1,407446809
HUIL	2022	GRANADILLA	27,516	23,977	272,6966667	11,76666667
HUIL	2022	GUANABANA	23,06964286	21,53392857	209,8385714	9,982142857
HUIL	2022	GUAYABA	17,52368421	16,05	121,7473684	6,468421053
HUIL	2022	GULUPA O CHOLUPA	15,8025	13,8475	108,7225	7,085
HUIL	2022	LECHUGA	2,5	2,5	29,7	11,4
HUIL	2022	LIMON	43,528	37,17466667	320,0196667	8,684
HUIL	2022	LULO	45,0937931	37,31793103	283,5813793	7,410344828
HUIL	2022	MAIZ	133,3468333	124,4801667	344,3241667	2,808
HUIL	2022	MANDARINA	7,338571429	6,254	50,47742857	8,174285714
HUIL	2022	MANGO	20,625	18,725	213,1225	11,41
HUIL	2022	MARACUYA	32,1452381	29,68857143	423,6247619	13,5047619
HUIL	2022	MELON	18,95964286	18,2275	345,8592857	18,62142857
HUIL	2022	MORA	25,73857143	23,08392857	171,4117857	6,857142857
HUIL	2022	NARANJA	8,47	7,449393939	83,06606061	9,954545455
HUIL	2022	OTRAS HORTALIZAS	14,169	13,50233333	86,92583333	5,888333333
HUIL	2022	PAPA	3,863636364	3,681818182	21,04545455	5,372727273
HUIL	2022	PAPAYA	23,46384615	20,28307692	292,5307692	15,045
HUIL	2022	PATILLA	7,340740741	7,240740741	112,1555556	15,07407407
HUIL	2022	PEPINO COHOMBRO	7,548095238	7,11952381	78,62333333	9,904761905
HUIL	2022	PIMENTON	9,942083333	9,43375	88,0425	9,191666667
HUIL	2022	PINA	16,5	13,088	226,91	16,656
HUIL	2022	PITAHAYA	21,31458333	17,90708333	180,3825	8,645833333
HUIL	2022	PLATANO	69,71666667	69,05	405,7666667	5,833333333
HUIL	2022	REMOLACHA	1	1	9	9
HUIL	2022	REPOLLO	1,2	1,2	42	35
HUIL	2022	SORGO	12,90909091	14,04545455	66,21818182	4,327272727
HUIL	2022	TANGELO	15	15	150	10
HUIL	2022	TOMATE	13,73508197	13,25147541	236,1216393	17,70131148
HUIL	2022	TOMATE DE ARBOL	26,85666667	23,90333333	170,7653333	7,046666667
HUIL	2022	UCHUVA	20,16666667	14,16666667	178,1666667	14,33333333
HUIL	2022	UVA	13,436	12,416	137,77	10,732
HUIL	2022	YUCA	50,43050847	48,29491525	366,0338983	7,005084746
HUIL	2023	ACELGA	1,8	1,8	12,36	7,225
HUIL	2023	ACHIRA	3,764705882	4,088235294	13,63823529	2,411764706
HUIL	2023	AGUACATE	53,95263158	42,36842105	415,2857895	9,764736842
HUIL	2023	AHUYAMA	11,22435897	10,33974359	133,3525641	12,43589744
HUIL	2023	ARRACACHA	11,18867925	10,68113208	85,87358491	6,967924528
HUIL	2023	ARROZ	23	23	138	6
HUIL	2023	ARVEJA	18,28392857	17,99821429	30,81392857	1,759642857
HUIL	2023	BADEA	10,95125	10,7325	143,634375	13,3125
HUIL	2023	BANANO	42,1324	37,3724	305,9888	7,544
HUIL	2023	CEBOLLA DE BULBO	2,914	2,847333333	28,62266667	6,533333333
HUIL	2023	CEBOLLA DE RAMA	9,575	9,880555556	104,5291667	9,566666667
HUIL	2023	CILANTRO	2,983333333	2,983333333	44,36666667	9,333333333
HUIL	2023	CURUBA	10,18181818	9,818181818	63,95454545	6,590909091
HUIL	2023	DURAZNO O ALBARICOQUE	16,72222222	15,27777778	86,36111111	5,555555556
HUIL	2023	FRIJOL	42,06808511	41,56382979	58,23	1,345957447
HUIL	2023	GRANADILLA	28,016	26,64933333	286,1723333	11,54333333
HUIL	2023	GUANABANA	22,80178571	20,49821429	206,2267857	10,07857143
HUIL	2023	GUAYABA	17,33947368	16,15526316	127,5473684	6,236842105
HUIL	2023	GULUPA O CHOLUPA	16,3275	14,4525	117,6325	7,99
HUIL	2023	HABICHUELA	22,5	20	60	3
HUIL	2023	LECHUGA	2,75	2,75	30,75	11
HUIL	2023	LIMON	46,885	38,885	362,044	8,912
HUIL	2023	LULO	45,74896552	42,07655172	306,7958621	7,55862069
HUIL	2023	MAIZ	132,2216667	132,665	372,8418333	2,872
HUIL	2023	MANDARINA	7,490571429	6,025428571	51,97685714	8,485714286
HUIL	2023	MANGO	21,275	18,56	196,9	11,14
HUIL	2023	MARACUYA	38,32045455	36,34318182	464,7818182	13,22727273
HUIL	2023	MELON	21,22580645	22,41935484	431,5806452	19,12903226
HUIL	2023	MORA	25,79214286	25,23857143	175,2839286	6,875
HUIL	2023	NARANJA	8,843529412	7,474705882	88,08058824	10,20882353
HUIL	2023	OTRAS HORTALIZAS	14,38793103	14,25	97,80603448	6,179310345
HUIL	2023	PAPA	4,818181818	4,136363636	26,45454545	7,454545455
HUIL	2023	PAPAYA	24,13692308	21,63692308	313,4646154	15,13730769
HUIL	2023	PATILLA	7,920833333	7,879166667	128,38625	15,61666667
HUIL	2023	PEPINO COHOMBRO	8,617391304	8,052173913	104,5217391	11,14782609
HUIL	2023	PIMENTON	10,50208333	11,07083333	98,17916667	8,970833333
HUIL	2023	PINA	14,212	12,052	203,036	16,492
HUIL	2023	PITAHAYA	21,10625	18,53208333	148,395	7,8375
HUIL	2023	PLATANO	72,3	69,96666667	412,5666667	6
HUIL	2023	REMOLACHA	1	1	9	9
HUIL	2023	REPOLLO	1,2	1,2	42	35
HUIL	2023	SORGO	10,125	10,9375	45,4375	4,3375
HUIL	2023	TANGELO	15	15	135	9
HUIL	2023	TOMATE	14,36612903	14,07741935	260,0233871	18,5216129
HUIL	2023	TOMATE DE ARBOL	26,32333333	25,15666667	197,8733333	7,866666667
HUIL	2023	UCHUVA	24,83333333	22,5	278,1666667	14,33333333
HUIL	2023	UVA	13,796	12,956	123,152	10,528
HUIL	2023	YUCA	54,01639344	52,93442623	395,2622951	7,11557377
HUIL	2023	ZANAHORIA	0,5	0,5	5	10
GUAJ	2006	AHUYAMA	29,16666667	27,5	253,5	8,666666667
GUAJ	2006	AJI	11	10,1	73,2	7,225
GUAJ	2006	ARROZ	151	151	906	6
GUAJ	2006	FRIJOL	54,09090909	48,36363636	38,27272727	0,77
GUAJ	2006	MAIZ	398,3333333	374,9166667	596,0833333	1,656666667
GUAJ	2006	MELON	19	17,25	80	4,7575
GUAJ	2006	PATILLA	24,4	18,6	181,2	8
GUAJ	2006	SORGO	377,3333333	350,1666667	577,6666667	1,666666667
GUAJ	2006	TOMATE	15,63636364	14	221,9090909	16,13636364
GUAJ	2007	AGUACATE	31,45454545	26,90909091	116,7272727	4,354545455
GUAJ	2007	AHUYAMA	19,11111111	15,44444444	97,66666667	6,277777778
GUAJ	2007	AJI	10,5	9,3	70,65	7,513
GUAJ	2007	ARRACACHA	64,33333333	63,33333333	555,6666667	7,333333333
GUAJ	2007	BANANO	53	53	636	12
GUAJ	2007	COCO	46	40	320	8
GUAJ	2007	FRIJOL	35,19047619	31,95238095	27,0952381	0,906666667
GUAJ	2007	LIMON	7,888888889	6,666666667	32,55555556	4,666666667
GUAJ	2007	LULO	23,33333333	20,66666667	141,3333333	6,666666667
GUAJ	2007	MAIZ	285,6818182	261,9090909	436,4090909	1,599090909
GUAJ	2007	MALANGA	64,90909091	62,72727273	575,4545455	8,636363636
GUAJ	2007	MANGO	34,66666667	30,88888889	179,7777778	5,444444444
GUAJ	2007	MARACUYA	20	15,66666667	96,66666667	6
GUAJ	2007	MELON	16,85714286	14,57142857	86,42857143	5,928571429
GUAJ	2007	NAME	69	63	949,6666667	11,49333333
GUAJ	2007	NARANJA	16,5	14,125	85,125	6,125
GUAJ	2007	PALMA DE ACEITE	372,5	279	1021,5	3,39
GUAJ	2007	PATILLA	27,75	24,125	221	7,75
GUAJ	2007	PLATANO	126,7	111,9	555,3	4,945
GUAJ	2007	SORGO	338,5	323	463,8333333	1,568333333
GUAJ	2007	TOMATE	12,80952381	10,9047619	179,5238095	16,80952381
GUAJ	2007	TOMATE DE ARBOL	54	43	334,3333333	7,333333333
GUAJ	2007	YUCA	91,44444444	85,11111111	1186,888889	13,84
GUAJ	2008	AGUACATE	37,54545455	33,09090909	145,2727273	4,341818182
GUAJ	2008	AHUYAMA	24,44444444	19,66666667	113	5,555555556
GUAJ	2008	AJI	9,086956522	7,52173913	55,08695652	7,378695652
GUAJ	2008	ARRACACHA	15,33333333	15,33333333	136	8,666666667
GUAJ	2008	ARROZ	37	26	151	5,8
GUAJ	2008	COCO	46	42	336	8
GUAJ	2008	FRIJOL	36,19047619	29,95238095	28,71428571	0,96047619
GUAJ	2008	FRUTALES VARIOS	25	15	90	6
GUAJ	2008	LIMON	14,6	13,9	85,2	4,674
GUAJ	2008	LULO	21,66666667	18,66666667	126,6666667	6,696666667
GUAJ	2008	MAIZ	221,36	193,44	332,64	1,7688
GUAJ	2008	MALANGA	63,09090909	56,72727273	556,9090909	8,636363636
GUAJ	2008	MANGO	32,55555556	30,88888889	181,8888889	5,888888889
GUAJ	2008	MARACUYA	12	12	84	6
GUAJ	2008	MELON	22,125	11,625	80	7,75
GUAJ	2008	NAME	114,6666667	54,66666667	528,3333333	10,66666667
GUAJ	2008	NARANJA	24,66666667	23,55555556	129,6666667	6
GUAJ	2008	PALMA DE ACEITE	397,5	316	1097,5	3,35
GUAJ	2008	PATILLA	31,88888889	26	192,4444444	6,666666667
GUAJ	2008	PLATANO	124,4	109,6	562,5	5,408
GUAJ	2008	SORGO	135,375	130,25	232,875	1,77625
GUAJ	2008	TOMATE	11,47619048	10,42857143	178,3333333	17,57142857
GUAJ	2008	TOMATE DE ARBOL	27,33333333	24,66666667	160,6666667	7,333333333
