culti	gr.culti	muni	mes	anho	precio
Arracacha	TUBERCULOS	PEREIRA	DICIEMBRE	2016	1415
Papa negra	TUBERCULOS	PEREIRA	DICIEMBRE	2016	481
Papa criolla	TUBERCULOS	PEREIRA	DICIEMBRE	2016	1255
Platano harton verde	TUBERCULOS	PEREIRA	DICIEMBRE	2016	1196
Yuca	TUBERCULOS	PEREIRA	DICIEMBRE	2016	1097
Arroz de primera	GRANOS	PEREIRA	DICIEMBRE	2016	2805
Arveja verde seca importada	GRANOS	PEREIRA	DICIEMBRE	2016	1918
Frijol seco	GRANOS	PEREIRA	DICIEMBRE	2016	4592
Garbanzo importado	GRANOS	PEREIRA	DICIEMBRE	2016	4839
Lenteja importada	GRANOS	PEREIRA	DICIEMBRE	2016	4646
Maiz amarillo	GRANOS	PEREIRA	DICIEMBRE	2016	1435
Ahuyama	HORTALIZAS	BARRANQUILLA	ENERO	2016	599
Arveja verde en vaina	HORTALIZAS	BARRANQUILLA	ENERO	2016	5250
Cebolla cabezona blanca	HORTALIZAS	BARRANQUILLA	ENERO	2016	2010
Cebolla junca	HORTALIZAS	BARRANQUILLA	ENERO	2016	NA
Chocolo mazorca	HORTALIZAS	BARRANQUILLA	ENERO	2016	804
Habichuela	HORTALIZAS	BARRANQUILLA	ENERO	2016	2522
Lechuga Batavia	HORTALIZAS	BARRANQUILLA	ENERO	2016	1411
Pepino cohombro	HORTALIZAS	BARRANQUILLA	ENERO	2016	1222
Pimenton	HORTALIZAS	BARRANQUILLA	ENERO	2016	1330
Remolacha	HORTALIZAS	BARRANQUILLA	ENERO	2016	2737
Tomate	HORTALIZAS	BARRANQUILLA	ENERO	2016	1613
Zanahoria	HORTALIZAS	BARRANQUILLA	ENERO	2016	4092
Aguacate	FRUTALES	BARRANQUILLA	ENERO	2016	520
Banano	FRUTALES	BARRANQUILLA	ENERO	2016	1948
Coco	FRUTALES	BARRANQUILLA	ENERO	2016	5209
Granadilla	FRUTALES	BARRANQUILLA	ENERO	2016	2169
Guayaba pera	FRUTALES	BARRANQUILLA	ENERO	2016	1589
Limon tahiti	FRUTALES	BARRANQUILLA	ENERO	2016	4352
Lulo	FRUTALES	BARRANQUILLA	ENERO	2016	2414
Mandarina	FRUTALES	BARRANQUILLA	ENERO	2016	2443
Mango Tommy	FRUTALES	BARRANQUILLA	ENERO	2016	5095
Manzana verde importada	FRUTALES	BARRANQUILLA	ENERO	2016	2036
Maracuya	FRUTALES	BARRANQUILLA	ENERO	2016	3617
Mora de Castilla	FRUTALES	BARRANQUILLA	ENERO	2016	1098
Naranja Valencia	FRUTALES	BARRANQUILLA	ENERO	2016	1925
Papaya maradol	FRUTALES	BARRANQUILLA	ENERO	2016	1126
Pinha	FRUTALES	BARRANQUILLA	ENERO	2016	1467
Tomate	HORTALIZAS	BARRANQUILLA	ENERO	2016	4100
Uva red globe nacional	TUBERCULOS	BARRANQUILLA	ENERO	2016	NA
Arracacha	TUBERCULOS	BARRANQUILLA	ENERO	2016	1231
Papa negra	TUBERCULOS	BARRANQUILLA	ENERO	2016	2450
Papa criolla	TUBERCULOS	BARRANQUILLA	ENERO	2016	NA
Platano harton verde	TUBERCULOS	BARRANQUILLA	ENERO	2016	1245
Yuca	TUBERCULOS	BARRANQUILLA	ENERO	2016	784
Arroz de primera	GRANOS	BARRANQUILLA	ENERO	2016	2929
Arveja verde seca importada	GRANOS	BARRANQUILLA	ENERO	2016	1959
Frijol seco	GRANOS	BARRANQUILLA	ENERO	2016	5193
Garbanzo importado	GRANOS	BARRANQUILLA	ENERO	2016	NA
Lenteja importada	GRANOS	BARRANQUILLA	ENERO	2016	4874
Maiz amarillo	GRANOS	BARRANQUILLA	ENERO	2016	1626
Ahuyama	HORTALIZAS	BOGOTA	ENERO	2016	1458
Arveja verde en vaina	HORTALIZAS	BOGOTA	ENERO	2016	2840
Cebolla cabezona blanca	HORTALIZAS	BOGOTA	ENERO	2016	1801
Cebolla junca	HORTALIZAS	BOGOTA	ENERO	2016	1229
Chocolo mazorca	HORTALIZAS	BOGOTA	ENERO	2016	2005
Habichuela	HORTALIZAS	BOGOTA	ENERO	2016	1982
Lechuga Batavia	HORTALIZAS	BOGOTA	ENERO	2016	1868
Pepino cohombro	HORTALIZAS	BOGOTA	ENERO	2016	1659
Pimenton	HORTALIZAS	BOGOTA	ENERO	2016	950
Remolacha	HORTALIZAS	BOGOTA	ENERO	2016	2682
Tomate	HORTALIZAS	BOGOTA	ENERO	2016	1732
Zanahoria	HORTALIZAS	BOGOTA	ENERO	2016	4109
Aguacate	FRUTALES	BOGOTA	ENERO	2016	1329
Banano	FRUTALES	BOGOTA	ENERO	2016	4137
Coco	FRUTALES	BOGOTA	ENERO	2016	3169
Granadilla	FRUTALES	BOGOTA	ENERO	2016	1946
Guayaba pera	FRUTALES	BOGOTA	ENERO	2016	1716
Limon tahiti	FRUTALES	BOGOTA	ENERO	2016	4326
Lulo	FRUTALES	BOGOTA	ENERO	2016	2822
Mandarina	FRUTALES	BOGOTA	ENERO	2016	2015
Mango Tommy	FRUTALES	BOGOTA	ENERO	2016	5225
Manzana verde importada	FRUTALES	BOGOTA	ENERO	2016	1752
Maracuya	FRUTALES	BOGOTA	ENERO	2016	4312
Mora de Castilla	FRUTALES	BOGOTA	ENERO	2016	1398
Naranja Valencia	FRUTALES	BOGOTA	ENERO	2016	1545
Papaya maradol	FRUTALES	BOGOTA	ENERO	2016	876
Pinha	FRUTALES	BOGOTA	ENERO	2016	1871
Tomate	HORTALIZAS	BOGOTA	ENERO	2016	4500
Uva red globe nacional	TUBERCULOS	BOGOTA	ENERO	2016	2921
Arracacha	TUBERCULOS	BOGOTA	ENERO	2016	1592
Papa negra	TUBERCULOS	BOGOTA	ENERO	2016	3731
Papa criolla	TUBERCULOS	BOGOTA	ENERO	2016	1178
Platano harton verde	TUBERCULOS	BOGOTA	ENERO	2016	1698
Yuca	TUBERCULOS	BOGOTA	ENERO	2016	1477
Arroz de primera	GRANOS	BOGOTA	ENERO	2016	3008
Arveja verde seca importada	GRANOS	BOGOTA	ENERO	2016	2031
Frijol seco	GRANOS	BOGOTA	ENERO	2016	8017
Garbanzo importado	GRANOS	BOGOTA	ENERO	2016	4642
Lenteja importada	GRANOS	BOGOTA	ENERO	2016	5133
Maiz amarillo	GRANOS	BOGOTA	ENERO	2016	1007
Ahuyama	HORTALIZAS	BUCARAMANGA	ENERO	2016	979
Arveja verde en vaina	HORTALIZAS	BUCARAMANGA	ENERO	2016	2375
Cebolla cabezona blanca	HORTALIZAS	BUCARAMANGA	ENERO	2016	1817
Cebolla junca	HORTALIZAS	BUCARAMANGA	ENERO	2016	1121
Chocolo mazorca	HORTALIZAS	BUCARAMANGA	ENERO	2016	1285
Habichuela	HORTALIZAS	BUCARAMANGA	ENERO	2016	1983
Lechuga Batavia	HORTALIZAS	BUCARAMANGA	ENERO	2016	968
Pepino cohombro	HORTALIZAS	BUCARAMANGA	ENERO	2016	1260
Pimenton	HORTALIZAS	BUCARAMANGA	ENERO	2016	1265
Remolacha	HORTALIZAS	BUCARAMANGA	ENERO	2016	2739
Tomate	HORTALIZAS	BUCARAMANGA	ENERO	2016	1584
Zanahoria	HORTALIZAS	BUCARAMANGA	ENERO	2016	3919
Aguacate	FRUTALES	BUCARAMANGA	ENERO	2016	1253
Banano	FRUTALES	BUCARAMANGA	ENERO	2016	3676
Coco	FRUTALES	BUCARAMANGA	ENERO	2016	3172
Granadilla	FRUTALES	BUCARAMANGA	ENERO	2016	1558
Guayaba pera	FRUTALES	BUCARAMANGA	ENERO	2016	1127
Limon tahiti	FRUTALES	BUCARAMANGA	ENERO	2016	3889
Lulo	FRUTALES	BUCARAMANGA	ENERO	2016	2532
Mandarina	FRUTALES	BUCARAMANGA	ENERO	2016	1934
Mango Tommy	FRUTALES	BUCARAMANGA	ENERO	2016	4886
Manzana verde importada	FRUTALES	BUCARAMANGA	ENERO	2016	1626
Maracuya	FRUTALES	BUCARAMANGA	ENERO	2016	2892
Mora de Castilla	FRUTALES	BUCARAMANGA	ENERO	2016	1045
Naranja Valencia	FRUTALES	BUCARAMANGA	ENERO	2016	1362
Papaya maradol	FRUTALES	BUCARAMANGA	ENERO	2016	792
Pinha	FRUTALES	BUCARAMANGA	ENERO	2016	1466
Tomate	HORTALIZAS	BUCARAMANGA	ENERO	2016	4153
Uva red globe nacional	TUBERCULOS	BUCARAMANGA	ENERO	2016	2998
Arracacha	TUBERCULOS	BUCARAMANGA	ENERO	2016	1310
Papa negra	TUBERCULOS	BUCARAMANGA	ENERO	2016	1910
Papa criolla	TUBERCULOS	BUCARAMANGA	ENERO	2016	NA
Platano harton verde	TUBERCULOS	BUCARAMANGA	ENERO	2016	1817
Yuca	TUBERCULOS	BUCARAMANGA	ENERO	2016	1296
Arroz de primera	GRANOS	BUCARAMANGA	ENERO	2016	3097
Arveja verde seca importada	GRANOS	BUCARAMANGA	ENERO	2016	2080
Frijol seco	GRANOS	BUCARAMANGA	ENERO	2016	6100
Garbanzo importado	GRANOS	BUCARAMANGA	ENERO	2016	4095
Lenteja importada	GRANOS	BUCARAMANGA	ENERO	2016	5320
Maiz amarillo	GRANOS	BUCARAMANGA	ENERO	2016	NA
Ahuyama	HORTALIZAS	CARTAGENA	ENERO	2016	679
Arveja verde en vaina	HORTALIZAS	CARTAGENA	ENERO	2016	NA
Cebolla cabezona blanca	HORTALIZAS	CARTAGENA	ENERO	2016	2004
Cebolla junca	HORTALIZAS	CARTAGENA	ENERO	2016	1262
Chocolo mazorca	HORTALIZAS	CARTAGENA	ENERO	2016	755
Habichuela	HORTALIZAS	CARTAGENA	ENERO	2016	2100
Lechuga Batavia	HORTALIZAS	CARTAGENA	ENERO	2016	1045
Pepino cohombro	HORTALIZAS	CARTAGENA	ENERO	2016	1576
Pimenton	HORTALIZAS	CARTAGENA	ENERO	2016	1182
Remolacha	HORTALIZAS	CARTAGENA	ENERO	2016	3311
Tomate	HORTALIZAS	CARTAGENA	ENERO	2016	1660
Zanahoria	HORTALIZAS	CARTAGENA	ENERO	2016	4260
Aguacate	FRUTALES	CARTAGENA	ENERO	2016	NA
Banano	FRUTALES	CARTAGENA	ENERO	2016	2085
Coco	FRUTALES	CARTAGENA	ENERO	2016	3077
Granadilla	FRUTALES	CARTAGENA	ENERO	2016	2379
Guayaba pera	FRUTALES	CARTAGENA	ENERO	2016	1500
Limon tahiti	FRUTALES	CARTAGENA	ENERO	2016	3690
Lulo	FRUTALES	CARTAGENA	ENERO	2016	3826
Mandarina	FRUTALES	CARTAGENA	ENERO	2016	2062
Mango Tommy	FRUTALES	CARTAGENA	ENERO	2016	5105
Manzana verde importada	FRUTALES	CARTAGENA	ENERO	2016	2158
Maracuya	FRUTALES	CARTAGENA	ENERO	2016	3047
Mora de Castilla	FRUTALES	CARTAGENA	ENERO	2016	NA
Naranja Valencia	FRUTALES	CARTAGENA	ENERO	2016	1729
Papaya maradol	FRUTALES	CARTAGENA	ENERO	2016	1310
Pinha	FRUTALES	CARTAGENA	ENERO	2016	1422
Tomate	HORTALIZAS	CARTAGENA	ENERO	2016	5238
Uva red globe nacional	TUBERCULOS	CARTAGENA	ENERO	2016	NA
Arracacha	TUBERCULOS	CARTAGENA	ENERO	2016	1197
Papa negra	TUBERCULOS	CARTAGENA	ENERO	2016	2863
Papa criolla	TUBERCULOS	CARTAGENA	ENERO	2016	NA
Platano harton verde	TUBERCULOS	CARTAGENA	ENERO	2016	1395
Yuca	TUBERCULOS	CARTAGENA	ENERO	2016	827
Arroz de primera	GRANOS	CARTAGENA	ENERO	2016	2969
Arveja verde seca importada	GRANOS	CARTAGENA	ENERO	2016	2400
Frijol seco	GRANOS	CARTAGENA	ENERO	2016	6200
Garbanzo importado	GRANOS	CARTAGENA	ENERO	2016	NA
Lenteja importada	GRANOS	CARTAGENA	ENERO	2016	4625
Maiz amarillo	GRANOS	CARTAGENA	ENERO	2016	1060
Ahuyama	HORTALIZAS	CALI	ENERO	2016	1431
Arveja verde en vaina	HORTALIZAS	CALI	ENERO	2016	1850
Cebolla cabezona blanca	HORTALIZAS	CALI	ENERO	2016	1875
Cebolla junca	HORTALIZAS	CALI	ENERO	2016	968
Chocolo mazorca	HORTALIZAS	CALI	ENERO	2016	740
Habichuela	HORTALIZAS	CALI	ENERO	2016	2808
Lechuga Batavia	HORTALIZAS	CALI	ENERO	2016	808
Pepino cohombro	HORTALIZAS	CALI	ENERO	2016	1227
Pimenton	HORTALIZAS	CALI	ENERO	2016	1099
Remolacha	HORTALIZAS	CALI	ENERO	2016	2431
Tomate	HORTALIZAS	CALI	ENERO	2016	1525
Zanahoria	HORTALIZAS	CALI	ENERO	2016	3621
Aguacate	FRUTALES	CALI	ENERO	2016	829
Banano	FRUTALES	CALI	ENERO	2016	1811
Coco	FRUTALES	CALI	ENERO	2016	2711
Granadilla	FRUTALES	CALI	ENERO	2016	1477
Guayaba pera	FRUTALES	CALI	ENERO	2016	924
Limon tahiti	FRUTALES	CALI	ENERO	2016	3581
Lulo	FRUTALES	CALI	ENERO	2016	2752
Mandarina	FRUTALES	CALI	ENERO	2016	1983
Mango Tommy	FRUTALES	CALI	ENERO	2016	4896
Manzana verde importada	FRUTALES	CALI	ENERO	2016	1579
Maracuya	FRUTALES	CALI	ENERO	2016	3404
Mora de Castilla	FRUTALES	CALI	ENERO	2016	1136
Naranja Valencia	FRUTALES	CALI	ENERO	2016	1345
Papaya maradol	FRUTALES	CALI	ENERO	2016	972
Pinha	FRUTALES	CALI	ENERO	2016	1364
Tomate	HORTALIZAS	CALI	ENERO	2016	4063
Uva red globe nacional	TUBERCULOS	CALI	ENERO	2016	2684
Arracacha	TUBERCULOS	CALI	ENERO	2016	1172
Papa negra	TUBERCULOS	CALI	ENERO	2016	2539
Papa criolla	TUBERCULOS	CALI	ENERO	2016	NA
Platano harton verde	TUBERCULOS	CALI	ENERO	2016	1246
Yuca	TUBERCULOS	CALI	ENERO	2016	1412
Arroz de primera	GRANOS	CALI	ENERO	2016	2899
Arveja verde seca importada	GRANOS	CALI	ENERO	2016	2272
Frijol seco	GRANOS	CALI	ENERO	2016	6077
Garbanzo importado	GRANOS	CALI	ENERO	2016	NA
Lenteja importada	GRANOS	CALI	ENERO	2016	4001
Maiz amarillo	GRANOS	CALI	ENERO	2016	1590
Ahuyama	HORTALIZAS	CUCUTA	ENERO	2016	1188
Arveja verde en vaina	HORTALIZAS	CUCUTA	ENERO	2016	2761
Cebolla cabezona blanca	HORTALIZAS	CUCUTA	ENERO	2016	1874
Cebolla junca	HORTALIZAS	CUCUTA	ENERO	2016	1041
Chocolo mazorca	HORTALIZAS	CUCUTA	ENERO	2016	788
Habichuela	HORTALIZAS	CUCUTA	ENERO	2016	1886
Lechuga Batavia	HORTALIZAS	CUCUTA	ENERO	2016	991
Pepino cohombro	HORTALIZAS	CUCUTA	ENERO	2016	1182
Pimenton	HORTALIZAS	CUCUTA	ENERO	2016	1000
Remolacha	HORTALIZAS	CUCUTA	ENERO	2016	2701
Tomate	HORTALIZAS	CUCUTA	ENERO	2016	1295
Zanahoria	HORTALIZAS	CUCUTA	ENERO	2016	NA
Aguacate	FRUTALES	CUCUTA	ENERO	2016	1497
Banano	FRUTALES	CUCUTA	ENERO	2016	NA
Coco	FRUTALES	CUCUTA	ENERO	2016	2850
Granadilla	FRUTALES	CUCUTA	ENERO	2016	1849
Guayaba pera	FRUTALES	CUCUTA	ENERO	2016	NA
Limon tahiti	FRUTALES	CUCUTA	ENERO	2016	3955
Lulo	FRUTALES	CUCUTA	ENERO	2016	1885
Mandarina	FRUTALES	CUCUTA	ENERO	2016	1894
Mango Tommy	FRUTALES	CUCUTA	ENERO	2016	4979
Manzana verde importada	FRUTALES	CUCUTA	ENERO	2016	2274
Maracuya	FRUTALES	CUCUTA	ENERO	2016	2975
Mora de Castilla	FRUTALES	CUCUTA	ENERO	2016	850
Naranja Valencia	FRUTALES	CUCUTA	ENERO	2016	1180
Papaya maradol	FRUTALES	CUCUTA	ENERO	2016	1028
Pinha	FRUTALES	CUCUTA	ENERO	2016	NA
Tomate	HORTALIZAS	CUCUTA	ENERO	2016	NA
Uva red globe nacional	TUBERCULOS	CUCUTA	ENERO	2016	3206
Arracacha	TUBERCULOS	CUCUTA	ENERO	2016	1091
Papa negra	TUBERCULOS	CUCUTA	ENERO	2016	1813
Papa criolla	TUBERCULOS	CUCUTA	ENERO	2016	NA
Platano harton verde	TUBERCULOS	CUCUTA	ENERO	2016	1302
Yuca	TUBERCULOS	CUCUTA	ENERO	2016	1507
Arroz de primera	GRANOS	CUCUTA	ENERO	2016	2833
Arveja verde seca importada	GRANOS	CUCUTA	ENERO	2016	2211
Frijol seco	GRANOS	CUCUTA	ENERO	2016	9625
Garbanzo importado	GRANOS	CUCUTA	ENERO	2016	4525
Lenteja importada	GRANOS	CUCUTA	ENERO	2016	4458
Maiz amarillo	GRANOS	CUCUTA	ENERO	2016	NA
Ahuyama	HORTALIZAS	MEDELLIN	ENERO	2016	983
Arveja verde en vaina	HORTALIZAS	MEDELLIN	ENERO	2016	2209
Cebolla cabezona blanca	HORTALIZAS	MEDELLIN	ENERO	2016	2050
Cebolla junca	HORTALIZAS	MEDELLIN	ENERO	2016	1598
Chocolo mazorca	HORTALIZAS	MEDELLIN	ENERO	2016	723
Habichuela	HORTALIZAS	MEDELLIN	ENERO	2016	1944
Lechuga Batavia	HORTALIZAS	MEDELLIN	ENERO	2016	1322
Pepino cohombro	HORTALIZAS	MEDELLIN	ENERO	2016	1349
Pimenton	HORTALIZAS	MEDELLIN	ENERO	2016	971
Remolacha	HORTALIZAS	MEDELLIN	ENERO	2016	2894
Tomate	HORTALIZAS	MEDELLIN	ENERO	2016	1148
Zanahoria	HORTALIZAS	MEDELLIN	ENERO	2016	NA
Aguacate	FRUTALES	MEDELLIN	ENERO	2016	544
Banano	FRUTALES	MEDELLIN	ENERO	2016	5465
Coco	FRUTALES	MEDELLIN	ENERO	2016	3149
Granadilla	FRUTALES	MEDELLIN	ENERO	2016	1310
Guayaba pera	FRUTALES	MEDELLIN	ENERO	2016	1877
Limon tahiti	FRUTALES	MEDELLIN	ENERO	2016	3110
Lulo	FRUTALES	MEDELLIN	ENERO	2016	3295
Mandarina	FRUTALES	MEDELLIN	ENERO	2016	1694
Mango Tommy	FRUTALES	MEDELLIN	ENERO	2016	4962
Manzana verde importada	FRUTALES	MEDELLIN	ENERO	2016	1781
Maracuya	FRUTALES	MEDELLIN	ENERO	2016	2557
Mora de Castilla	FRUTALES	MEDELLIN	ENERO	2016	1366
Naranja Valencia	FRUTALES	MEDELLIN	ENERO	2016	1967
Papaya maradol	FRUTALES	MEDELLIN	ENERO	2016	900
Pinha	FRUTALES	MEDELLIN	ENERO	2016	1206
Tomate	HORTALIZAS	MEDELLIN	ENERO	2016	4457
Uva red globe nacional	TUBERCULOS	MEDELLIN	ENERO	2016	2603
Arracacha	TUBERCULOS	MEDELLIN	ENERO	2016	2597
Papa negra	TUBERCULOS	MEDELLIN	ENERO	2016	2950
Papa criolla	TUBERCULOS	MEDELLIN	ENERO	2016	833
Platano harton verde	TUBERCULOS	MEDELLIN	ENERO	2016	1205
Yuca	TUBERCULOS	MEDELLIN	ENERO	2016	1026
Arroz de primera	GRANOS	MEDELLIN	ENERO	2016	2925
Arveja verde seca importada	GRANOS	MEDELLIN	ENERO	2016	2370
Frijol seco	GRANOS	MEDELLIN	ENERO	2016	7421
Garbanzo importado	GRANOS	MEDELLIN	ENERO	2016	3560
Lenteja importada	GRANOS	MEDELLIN	ENERO	2016	4390
Maiz amarillo	GRANOS	MEDELLIN	ENERO	2016	1325
Ahuyama	HORTALIZAS	PEREIRA	ENERO	2016	1242
Arveja verde en vaina	HORTALIZAS	PEREIRA	ENERO	2016	2273
Cebolla cabezona blanca	HORTALIZAS	PEREIRA	ENERO	2016	1819
Cebolla junca	HORTALIZAS	PEREIRA	ENERO	2016	1386
Chocolo mazorca	HORTALIZAS	PEREIRA	ENERO	2016	NA
Habichuela	HORTALIZAS	PEREIRA	ENERO	2016	1974
Lechuga Batavia	HORTALIZAS	PEREIRA	ENERO	2016	1190
Pepino cohombro	HORTALIZAS	PEREIRA	ENERO	2016	1146
Pimenton	HORTALIZAS	PEREIRA	ENERO	2016	NA
Remolacha	HORTALIZAS	PEREIRA	ENERO	2016	2669
Tomate	HORTALIZAS	PEREIRA	ENERO	2016	1597
Zanahoria	HORTALIZAS	PEREIRA	ENERO	2016	2463
Aguacate	FRUTALES	PEREIRA	ENERO	2016	800
Banano	FRUTALES	PEREIRA	ENERO	2016	1867
Coco	FRUTALES	PEREIRA	ENERO	2016	3000
Granadilla	FRUTALES	PEREIRA	ENERO	2016	1325
Guayaba pera	FRUTALES	PEREIRA	ENERO	2016	1314
Limon tahiti	FRUTALES	PEREIRA	ENERO	2016	3288
Lulo	FRUTALES	PEREIRA	ENERO	2016	2190
Mandarina	FRUTALES	PEREIRA	ENERO	2016	1796
Mango Tommy	FRUTALES	PEREIRA	ENERO	2016	5092
Manzana verde importada	FRUTALES	PEREIRA	ENERO	2016	1572
Maracuya	FRUTALES	PEREIRA	ENERO	2016	2750
Mora de Castilla	FRUTALES	PEREIRA	ENERO	2016	937
Naranja Valencia	FRUTALES	PEREIRA	ENERO	2016	1466
Papaya maradol	FRUTALES	PEREIRA	ENERO	2016	1325
Pinha	FRUTALES	PEREIRA	ENERO	2016	1526
Tomate	HORTALIZAS	PEREIRA	ENERO	2016	4000
Uva red globe nacional	TUBERCULOS	PEREIRA	ENERO	2016	2667
Arracacha	TUBERCULOS	PEREIRA	ENERO	2016	1116
Papa negra	TUBERCULOS	PEREIRA	ENERO	2016	3122
Papa criolla	TUBERCULOS	PEREIRA	ENERO	2016	NA
Platano harton verde	TUBERCULOS	PEREIRA	ENERO	2016	1088
Yuca	TUBERCULOS	PEREIRA	ENERO	2016	1313
Arroz de primera	GRANOS	PEREIRA	ENERO	2016	2952
Arveja verde seca importada	GRANOS	PEREIRA	ENERO	2016	2011
Frijol seco	GRANOS	PEREIRA	ENERO	2016	8377
Garbanzo importado	GRANOS	PEREIRA	ENERO	2016	3183
Lenteja importada	GRANOS	PEREIRA	ENERO	2016	4903
Maiz amarillo	GRANOS	PEREIRA	ENERO	2016	1479
Ahuyama	HORTALIZAS	BARRANQUILLA	ENERO	2017	772
Arveja verde en vaina	HORTALIZAS	BARRANQUILLA	ENERO	2017	6396
Cebolla cabezona blanca	HORTALIZAS	BARRANQUILLA	ENERO	2017	1361
Cebolla junca	HORTALIZAS	BARRANQUILLA	ENERO	2017	1949
Chocolo mazorca	HORTALIZAS	BARRANQUILLA	ENERO	2017	924
Habichuela	HORTALIZAS	BARRANQUILLA	ENERO	2017	2580
Lechuga Batavia	HORTALIZAS	BARRANQUILLA	ENERO	2017	1544
Pepino cohombro	HORTALIZAS	BARRANQUILLA	ENERO	2017	1945
Pimenton	HORTALIZAS	BARRANQUILLA	ENERO	2017	1927
Remolacha	HORTALIZAS	BARRANQUILLA	ENERO	2017	710
Tomate	HORTALIZAS	BARRANQUILLA	ENERO	2017	2618
Zanahoria	HORTALIZAS	BARRANQUILLA	ENERO	2017	833
Aguacate	FRUTALES	BARRANQUILLA	ENERO	2017	4341
Banano	FRUTALES	BARRANQUILLA	ENERO	2017	561
Coco	FRUTALES	BARRANQUILLA	ENERO	2017	2225
Granadilla	FRUTALES	BARRANQUILLA	ENERO	2017	5254
Guayaba pera	FRUTALES	BARRANQUILLA	ENERO	2017	1746
Limon tahiti	FRUTALES	BARRANQUILLA	ENERO	2017	1127
Lulo	FRUTALES	BARRANQUILLA	ENERO	2017	3090
Mandarina	FRUTALES	BARRANQUILLA	ENERO	2017	1172
Mango Tommy	FRUTALES	BARRANQUILLA	ENERO	2017	1818
Manzana verde importada	FRUTALES	BARRANQUILLA	ENERO	2017	5111
Maracuya	FRUTALES	BARRANQUILLA	ENERO	2017	2126
Mora de Castilla	FRUTALES	BARRANQUILLA	ENERO	2017	2900
Naranja Valencia	FRUTALES	BARRANQUILLA	ENERO	2017	907
Papaya maradol	FRUTALES	BARRANQUILLA	ENERO	2017	1748
Pinha	FRUTALES	BARRANQUILLA	ENERO	2017	1018
Tomate	HORTALIZAS	BARRANQUILLA	ENERO	2017	1273
Uva red globe nacional	FRUTALES	BARRANQUILLA	ENERO	2017	4109
Arracacha	TUBERCULOS	BARRANQUILLA	ENERO	2017	NA
Papa negra	TUBERCULOS	BARRANQUILLA	ENERO	2017	498
Papa criolla	TUBERCULOS	BARRANQUILLA	ENERO	2017	1007
Platano harton verde	TUBERCULOS	BARRANQUILLA	ENERO	2017	833
Yuca	TUBERCULOS	BARRANQUILLA	ENERO	2017	608
Arroz de primera	GRANOS	BARRANQUILLA	ENERO	2017	2633
Arveja verde seca importada	GRANOS	BARRANQUILLA	ENERO	2017	1969
Frijol seco	GRANOS	BARRANQUILLA	ENERO	2017	4479
Garbanzo importado	GRANOS	BARRANQUILLA	ENERO	2017	NA
Lenteja importada	GRANOS	BARRANQUILLA	ENERO	2017	4808
Maiz amarillo	GRANOS	BARRANQUILLA	ENERO	2017	1411
Ahuyama	HORTALIZAS	BOGOTA	ENERO	2017	881
Arveja verde en vaina	HORTALIZAS	BOGOTA	ENERO	2017	3872
Cebolla cabezona blanca	HORTALIZAS	BOGOTA	ENERO	2017	1272
Cebolla junca	HORTALIZAS	BOGOTA	ENERO	2017	1906
Chocolo mazorca	HORTALIZAS	BOGOTA	ENERO	2017	726
Habichuela	HORTALIZAS	BOGOTA	ENERO	2017	2920
Lechuga Batavia	HORTALIZAS	BOGOTA	ENERO	2017	1198
Pepino cohombro	HORTALIZAS	BOGOTA	ENERO	2017	2173
Pimenton	HORTALIZAS	BOGOTA	ENERO	2017	4219
Remolacha	HORTALIZAS	BOGOTA	ENERO	2017	506
Tomate	HORTALIZAS	BOGOTA	ENERO	2017	2565
Zanahoria	HORTALIZAS	BOGOTA	ENERO	2017	864
Aguacate	FRUTALES	BOGOTA	ENERO	2017	4292
Banano	FRUTALES	BOGOTA	ENERO	2017	1689
Coco	FRUTALES	BOGOTA	ENERO	2017	3615
Granadilla	FRUTALES	BOGOTA	ENERO	2017	4758
Guayaba pera	FRUTALES	BOGOTA	ENERO	2017	1456
Limon tahiti	FRUTALES	BOGOTA	ENERO	2017	1038
Lulo	FRUTALES	BOGOTA	ENERO	2017	2900
Mandarina	FRUTALES	BOGOTA	ENERO	2017	1162
Mango Tommy	FRUTALES	BOGOTA	ENERO	2017	1419
Manzana verde importada	FRUTALES	BOGOTA	ENERO	2017	5560
Maracuya	FRUTALES	BOGOTA	ENERO	2017	1936
Mora de Castilla	FRUTALES	BOGOTA	ENERO	2017	3056
Naranja Valencia	FRUTALES	BOGOTA	ENERO	2017	1093
Papaya maradol	FRUTALES	BOGOTA	ENERO	2017	1372
Pinha	FRUTALES	BOGOTA	ENERO	2017	638
Tomate	HORTALIZAS	BOGOTA	ENERO	2017	1248
Uva red globe nacional	FRUTALES	BOGOTA	ENERO	2017	5270
Arracacha	TUBERCULOS	BOGOTA	ENERO	2017	1164
Papa negra	TUBERCULOS	BOGOTA	ENERO	2017	723
Papa criolla	TUBERCULOS	BOGOTA	ENERO	2017	1362
Platano harton verde	TUBERCULOS	BOGOTA	ENERO	2017	1321
Yuca	TUBERCULOS	BOGOTA	ENERO	2017	1160
Arroz de primera	GRANOS	BOGOTA	ENERO	2017	2409
Arveja verde seca importada	GRANOS	BOGOTA	ENERO	2017	2167
Frijol seco	GRANOS	BOGOTA	ENERO	2017	3922
Garbanzo importado	GRANOS	BOGOTA	ENERO	2017	6333
Lenteja importada	GRANOS	BOGOTA	ENERO	2017	4989
Maiz amarillo	GRANOS	BOGOTA	ENERO	2017	NA
