culti	gr.culti	muni	mes	anho	precio
Guayaba pera	FRUTALES	MEDELLIN	DICIEMBRE	2015	1517
Limon tahiti	FRUTALES	MEDELLIN	DICIEMBRE	2015	1414
Lulo	FRUTALES	MEDELLIN	DICIEMBRE	2015	2689
Mandarina	FRUTALES	MEDELLIN	DICIEMBRE	2015	1760
Mango Tommy	FRUTALES	MEDELLIN	DICIEMBRE	2015	1775
Manzana verde importada	FRUTALES	MEDELLIN	DICIEMBRE	2015	5178
Maracuya	FRUTALES	MEDELLIN	DICIEMBRE	2015	1901
Mora de Castilla	FRUTALES	MEDELLIN	DICIEMBRE	2015	2708
Naranja Valencia	FRUTALES	MEDELLIN	DICIEMBRE	2015	1105
Papaya maradol	FRUTALES	MEDELLIN	DICIEMBRE	2015	2192
Pinha	FRUTALES	MEDELLIN	DICIEMBRE	2015	842
Tomate	HORTALIZAS	MEDELLIN	DICIEMBRE	2015	1111
Uva red globe nacional	FRUTALES	MEDELLIN	DICIEMBRE	2015	4254
Arracacha	TUBERCULOS	MEDELLIN	DICIEMBRE	2015	2489
Papa negra	TUBERCULOS	MEDELLIN	DICIEMBRE	2015	2310
Papa criolla	TUBERCULOS	MEDELLIN	DICIEMBRE	2015	2827
Platano harton verde	TUBERCULOS	MEDELLIN	DICIEMBRE	2015	1272
Yuca	TUBERCULOS	MEDELLIN	DICIEMBRE	2015	995
Arroz de primera	GRANOS	MEDELLIN	DICIEMBRE	2015	2700
Arveja verde seca importada	GRANOS	MEDELLIN	DICIEMBRE	2015	2362
Frijol seco	GRANOS	MEDELLIN	DICIEMBRE	2015	7450
Garbanzo importado	GRANOS	MEDELLIN	DICIEMBRE	2015	3232
Lenteja importada	GRANOS	MEDELLIN	DICIEMBRE	2015	3792
Maiz amarillo	GRANOS	MEDELLIN	DICIEMBRE	2015	1325
Ahuyama	HORTALIZAS	PEREIRA	DICIEMBRE	2015	1367
Arveja verde en vaina	HORTALIZAS	PEREIRA	DICIEMBRE	2015	3138
Cebolla cabezona blanca	HORTALIZAS	PEREIRA	DICIEMBRE	2015	1495
Cebolla junca	HORTALIZAS	PEREIRA	DICIEMBRE	2015	1548
Chocolo mazorca	HORTALIZAS	PEREIRA	DICIEMBRE	2015	NA
Habichuela	HORTALIZAS	PEREIRA	DICIEMBRE	2015	1039
Pepino cohombro	HORTALIZAS	PEREIRA	DICIEMBRE	2015	1241
Pimenton	HORTALIZAS	PEREIRA	DICIEMBRE	2015	1321
Remolacha	HORTALIZAS	PEREIRA	DICIEMBRE	2015	NA
Tomate	HORTALIZAS	PEREIRA	DICIEMBRE	2015	2878
Zanahoria	HORTALIZAS	PEREIRA	DICIEMBRE	2015	1551
Aguacate	FRUTALES	PEREIRA	DICIEMBRE	2015	2313
Banano	FRUTALES	PEREIRA	DICIEMBRE	2015	934
Coco	FRUTALES	PEREIRA	DICIEMBRE	2015	1867
Granadilla	FRUTALES	PEREIRA	DICIEMBRE	2015	2068
Guayaba pera	FRUTALES	PEREIRA	DICIEMBRE	2015	1470
Limon tahiti	FRUTALES	PEREIRA	DICIEMBRE	2015	922
Lulo	FRUTALES	PEREIRA	DICIEMBRE	2015	2667
Mandarina	FRUTALES	PEREIRA	DICIEMBRE	2015	1571
Mango Tommy	FRUTALES	PEREIRA	DICIEMBRE	2015	1804
Manzana verde importada	FRUTALES	PEREIRA	DICIEMBRE	2015	5271
Maracuya	FRUTALES	PEREIRA	DICIEMBRE	2015	2019
Mora de Castilla	FRUTALES	PEREIRA	DICIEMBRE	2015	3313
Naranja Valencia	FRUTALES	PEREIRA	DICIEMBRE	2015	674
Papaya maradol	FRUTALES	PEREIRA	DICIEMBRE	2015	1381
Pinha	FRUTALES	PEREIRA	DICIEMBRE	2015	1359
Tomate	HORTALIZAS	PEREIRA	DICIEMBRE	2015	1325
Uva red globe nacional	FRUTALES	PEREIRA	DICIEMBRE	2015	4000
Arracacha	TUBERCULOS	PEREIRA	DICIEMBRE	2015	3600
Papa negra	TUBERCULOS	PEREIRA	DICIEMBRE	2015	840
Papa criolla	TUBERCULOS	PEREIRA	DICIEMBRE	2015	3069
Platano harton verde	TUBERCULOS	PEREIRA	DICIEMBRE	2015	1158
Yuca	TUBERCULOS	PEREIRA	DICIEMBRE	2015	1362
Arroz de primera	GRANOS	PEREIRA	DICIEMBRE	2015	2807
Arveja verde seca importada	GRANOS	PEREIRA	DICIEMBRE	2015	1968
Frijol seco	GRANOS	PEREIRA	DICIEMBRE	2015	8009
Garbanzo importado	GRANOS	PEREIRA	DICIEMBRE	2015	3185
Lenteja importada	GRANOS	PEREIRA	DICIEMBRE	2015	4067
Maiz amarillo	GRANOS	PEREIRA	DICIEMBRE	2015	1487
Ahuyama	HORTALIZAS	BARRANQUILLA	DICIEMBRE	2016	743
Arveja verde en vaina	HORTALIZAS	BARRANQUILLA	DICIEMBRE	2016	6113
Cebolla cabezona blanca	HORTALIZAS	BARRANQUILLA	DICIEMBRE	2016	685
Cebolla junca	HORTALIZAS	BARRANQUILLA	DICIEMBRE	2016	1331
Chocolo mazorca	HORTALIZAS	BARRANQUILLA	DICIEMBRE	2016	889
Habichuela	HORTALIZAS	BARRANQUILLA	DICIEMBRE	2016	2197
Lechuga Batavia	HORTALIZAS	BARRANQUILLA	DICIEMBRE	2016	1462
Pepino cohombro	HORTALIZAS	BARRANQUILLA	DICIEMBRE	2016	1395
Pimenton	HORTALIZAS	BARRANQUILLA	DICIEMBRE	2016	1892
Remolacha	HORTALIZAS	BARRANQUILLA	DICIEMBRE	2016	646
Tomate	HORTALIZAS	BARRANQUILLA	DICIEMBRE	2016	2208
Zanahoria	HORTALIZAS	BARRANQUILLA	DICIEMBRE	2016	899
Aguacate	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	4539
Banano	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	496
Coco	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	1975
Granadilla	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	4867
Guayaba pera	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	1724
Limon tahiti	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	1177
Lulo	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	3298
Mandarina	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	1028
Mango Tommy	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	1538
Manzana verde importada	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	4980
Maracuya	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	1746
Mora de Castilla	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	2865
Naranja Valencia	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	909
Papaya maradol	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	1740
Pinha	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	1030
Tomate	HORTALIZAS	BARRANQUILLA	DICIEMBRE	2016	1310
Uva red globe nacional	FRUTALES	BARRANQUILLA	DICIEMBRE	2016	4163
Arracacha	TUBERCULOS	BARRANQUILLA	DICIEMBRE	2016	NA
Papa negra	TUBERCULOS	BARRANQUILLA	DICIEMBRE	2016	543
Papa criolla	TUBERCULOS	BARRANQUILLA	DICIEMBRE	2016	1300
Platano harton verde	TUBERCULOS	BARRANQUILLA	DICIEMBRE	2016	865
Yuca	TUBERCULOS	BARRANQUILLA	DICIEMBRE	2016	625
Arroz de primera	GRANOS	BARRANQUILLA	DICIEMBRE	2016	2634
Arveja verde seca importada	GRANOS	BARRANQUILLA	DICIEMBRE	2016	1963
Frijol seco	GRANOS	BARRANQUILLA	DICIEMBRE	2016	4760
Garbanzo importado	GRANOS	BARRANQUILLA	DICIEMBRE	2016	NA
Lenteja importada	GRANOS	BARRANQUILLA	DICIEMBRE	2016	4673
Maiz amarillo	GRANOS	BARRANQUILLA	DICIEMBRE	2016	1413
Ahuyama	HORTALIZAS	BOGOTA	DICIEMBRE	2016	857
Arveja verde en vaina	HORTALIZAS	BOGOTA	DICIEMBRE	2016	4550
Cebolla cabezona blanca	HORTALIZAS	BOGOTA	DICIEMBRE	2016	601
Cebolla junca	HORTALIZAS	BOGOTA	DICIEMBRE	2016	1638
Chocolo mazorca	HORTALIZAS	BOGOTA	DICIEMBRE	2016	631
Habichuela	HORTALIZAS	BOGOTA	DICIEMBRE	2016	2146
Lechuga Batavia	HORTALIZAS	BOGOTA	DICIEMBRE	2016	1182
Pepino cohombro	HORTALIZAS	BOGOTA	DICIEMBRE	2016	1859
Pimenton	HORTALIZAS	BOGOTA	DICIEMBRE	2016	4201
Remolacha	HORTALIZAS	BOGOTA	DICIEMBRE	2016	400
Tomate	HORTALIZAS	BOGOTA	DICIEMBRE	2016	1894
Zanahoria	HORTALIZAS	BOGOTA	DICIEMBRE	2016	798
Aguacate	FRUTALES	BOGOTA	DICIEMBRE	2016	4461
Banano	FRUTALES	BOGOTA	DICIEMBRE	2016	1835
Coco	FRUTALES	BOGOTA	DICIEMBRE	2016	3709
Granadilla	FRUTALES	BOGOTA	DICIEMBRE	2016	2788
Guayaba pera	FRUTALES	BOGOTA	DICIEMBRE	2016	1793
Limon tahiti	FRUTALES	BOGOTA	DICIEMBRE	2016	1311
Lulo	FRUTALES	BOGOTA	DICIEMBRE	2016	2094
Mandarina	FRUTALES	BOGOTA	DICIEMBRE	2016	1111
Mango Tommy	FRUTALES	BOGOTA	DICIEMBRE	2016	1211
Manzana verde importada	FRUTALES	BOGOTA	DICIEMBRE	2016	4981
Maracuya	FRUTALES	BOGOTA	DICIEMBRE	2016	1788
Mora de Castilla	FRUTALES	BOGOTA	DICIEMBRE	2016	2659
Naranja Valencia	FRUTALES	BOGOTA	DICIEMBRE	2016	1015
Papaya maradol	FRUTALES	BOGOTA	DICIEMBRE	2016	1339
Pinha	FRUTALES	BOGOTA	DICIEMBRE	2016	563
Tomate	HORTALIZAS	BOGOTA	DICIEMBRE	2016	1126
Uva red globe nacional	FRUTALES	BOGOTA	DICIEMBRE	2016	5037
Arracacha	TUBERCULOS	BOGOTA	DICIEMBRE	2016	1396
Papa negra	TUBERCULOS	BOGOTA	DICIEMBRE	2016	734
Papa criolla	TUBERCULOS	BOGOTA	DICIEMBRE	2016	1476
Platano harton verde	TUBERCULOS	BOGOTA	DICIEMBRE	2016	1242
Yuca	TUBERCULOS	BOGOTA	DICIEMBRE	2016	1233
Arroz de primera	GRANOS	BOGOTA	DICIEMBRE	2016	2383
Arveja verde seca importada	GRANOS	BOGOTA	DICIEMBRE	2016	2127
Frijol seco	GRANOS	BOGOTA	DICIEMBRE	2016	3675
Garbanzo importado	GRANOS	BOGOTA	DICIEMBRE	2016	NA
Lenteja importada	GRANOS	BOGOTA	DICIEMBRE	2016	4971
Maiz amarillo	GRANOS	BOGOTA	DICIEMBRE	2016	NA
Ahuyama	HORTALIZAS	BUCARAMANGA	DICIEMBRE	2016	529
Arveja verde en vaina	HORTALIZAS	BUCARAMANGA	DICIEMBRE	2016	4029
Cebolla cabezona blanca	HORTALIZAS	BUCARAMANGA	DICIEMBRE	2016	628
Cebolla junca	HORTALIZAS	BUCARAMANGA	DICIEMBRE	2016	1144
Chocolo mazorca	HORTALIZAS	BUCARAMANGA	DICIEMBRE	2016	711
Habichuela	HORTALIZAS	BUCARAMANGA	DICIEMBRE	2016	1816
Lechuga Batavia	HORTALIZAS	BUCARAMANGA	DICIEMBRE	2016	1273
Pepino cohombro	HORTALIZAS	BUCARAMANGA	DICIEMBRE	2016	915
Pimenton	HORTALIZAS	BUCARAMANGA	DICIEMBRE	2016	3027
Remolacha	HORTALIZAS	BUCARAMANGA	DICIEMBRE	2016	543
Tomate	HORTALIZAS	BUCARAMANGA	DICIEMBRE	2016	2070
Zanahoria	HORTALIZAS	BUCARAMANGA	DICIEMBRE	2016	713
Aguacate	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	4295
Banano	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	1653
Coco	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	4542
Granadilla	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	2812
Guayaba pera	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	1526
Limon tahiti	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	833
Lulo	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	2153
Mandarina	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	718
Mango Tommy	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	1243
Manzana verde importada	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	4766
Maracuya	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	1537
Mora de Castilla	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	2166
Naranja Valencia	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	482
Papaya maradol	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	1217
Pinha	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	554
Tomate	HORTALIZAS	BUCARAMANGA	DICIEMBRE	2016	1071
Uva red globe nacional	FRUTALES	BUCARAMANGA	DICIEMBRE	2016	4797
Arracacha	TUBERCULOS	BUCARAMANGA	DICIEMBRE	2016	1500
Papa negra	TUBERCULOS	BUCARAMANGA	DICIEMBRE	2016	672
Papa criolla	TUBERCULOS	BUCARAMANGA	DICIEMBRE	2016	924
Platano harton verde	TUBERCULOS	BUCARAMANGA	DICIEMBRE	2016	1283
Yuca	TUBERCULOS	BUCARAMANGA	DICIEMBRE	2016	987
Arroz de primera	GRANOS	BUCARAMANGA	DICIEMBRE	2016	2947
Arveja verde seca importada	GRANOS	BUCARAMANGA	DICIEMBRE	2016	1850
Frijol seco	GRANOS	BUCARAMANGA	DICIEMBRE	2016	4325
Garbanzo importado	GRANOS	BUCARAMANGA	DICIEMBRE	2016	5300
Lenteja importada	GRANOS	BUCARAMANGA	DICIEMBRE	2016	4675
Maiz amarillo	GRANOS	BUCARAMANGA	DICIEMBRE	2016	NA
Ahuyama	HORTALIZAS	CARTAGENA	DICIEMBRE	2016	806
Arveja verde en vaina	HORTALIZAS	CARTAGENA	DICIEMBRE	2016	NA
Cebolla cabezona blanca	HORTALIZAS	CARTAGENA	DICIEMBRE	2016	717
Cebolla junca	HORTALIZAS	CARTAGENA	DICIEMBRE	2016	1309
Chocolo mazorca	HORTALIZAS	CARTAGENA	DICIEMBRE	2016	794
Habichuela	HORTALIZAS	CARTAGENA	DICIEMBRE	2016	2503
Lechuga Batavia	HORTALIZAS	CARTAGENA	DICIEMBRE	2016	1272
Pepino cohombro	HORTALIZAS	CARTAGENA	DICIEMBRE	2016	995
Pimenton	HORTALIZAS	CARTAGENA	DICIEMBRE	2016	2215
Remolacha	HORTALIZAS	CARTAGENA	DICIEMBRE	2016	603
Tomate	HORTALIZAS	CARTAGENA	DICIEMBRE	2016	2643
Zanahoria	HORTALIZAS	CARTAGENA	DICIEMBRE	2016	838
Aguacate	FRUTALES	CARTAGENA	DICIEMBRE	2016	3627
Banano	FRUTALES	CARTAGENA	DICIEMBRE	2016	NA
Coco	FRUTALES	CARTAGENA	DICIEMBRE	2016	1812
Granadilla	FRUTALES	CARTAGENA	DICIEMBRE	2016	2710
Guayaba pera	FRUTALES	CARTAGENA	DICIEMBRE	2016	1775
Limon tahiti	FRUTALES	CARTAGENA	DICIEMBRE	2016	1362
Lulo	FRUTALES	CARTAGENA	DICIEMBRE	2016	4000
Mandarina	FRUTALES	CARTAGENA	DICIEMBRE	2016	1635
Mango Tommy	FRUTALES	CARTAGENA	DICIEMBRE	2016	1338
Manzana verde importada	FRUTALES	CARTAGENA	DICIEMBRE	2016	4761
Maracuya	FRUTALES	CARTAGENA	DICIEMBRE	2016	1867
Mora de Castilla	FRUTALES	CARTAGENA	DICIEMBRE	2016	2509
Naranja Valencia	FRUTALES	CARTAGENA	DICIEMBRE	2016	1009
Papaya maradol	FRUTALES	CARTAGENA	DICIEMBRE	2016	1500
Pinha	FRUTALES	CARTAGENA	DICIEMBRE	2016	1200
Tomate	HORTALIZAS	CARTAGENA	DICIEMBRE	2016	1208
Uva red globe nacional	FRUTALES	CARTAGENA	DICIEMBRE	2016	5463
Arracacha	TUBERCULOS	CARTAGENA	DICIEMBRE	2016	NA
Papa negra	TUBERCULOS	CARTAGENA	DICIEMBRE	2016	546
Papa criolla	TUBERCULOS	CARTAGENA	DICIEMBRE	2016	1399
Platano harton verde	TUBERCULOS	CARTAGENA	DICIEMBRE	2016	1486
Yuca	TUBERCULOS	CARTAGENA	DICIEMBRE	2016	596
Arroz de primera	GRANOS	CARTAGENA	DICIEMBRE	2016	2633
Arveja verde seca importada	GRANOS	CARTAGENA	DICIEMBRE	2016	2263
Frijol seco	GRANOS	CARTAGENA	DICIEMBRE	2016	5050
Garbanzo importado	GRANOS	CARTAGENA	DICIEMBRE	2016	NA
Lenteja importada	GRANOS	CARTAGENA	DICIEMBRE	2016	4913
Maiz amarillo	GRANOS	CARTAGENA	DICIEMBRE	2016	1606
Ahuyama	HORTALIZAS	CALI	DICIEMBRE	2016	614
Arveja verde en vaina	HORTALIZAS	CALI	DICIEMBRE	2016	3645
Cebolla cabezona blanca	HORTALIZAS	CALI	DICIEMBRE	2016	525
Cebolla junca	HORTALIZAS	CALI	DICIEMBRE	2016	1025
Chocolo mazorca	HORTALIZAS	CALI	DICIEMBRE	2016	609
Habichuela	HORTALIZAS	CALI	DICIEMBRE	2016	1943
Lechuga Batavia	HORTALIZAS	CALI	DICIEMBRE	2016	566
Pepino cohombro	HORTALIZAS	CALI	DICIEMBRE	2016	747
Pimenton	HORTALIZAS	CALI	DICIEMBRE	2016	1999
Remolacha	HORTALIZAS	CALI	DICIEMBRE	2016	495
Tomate	HORTALIZAS	CALI	DICIEMBRE	2016	1631
Zanahoria	HORTALIZAS	CALI	DICIEMBRE	2016	729
Aguacate	FRUTALES	CALI	DICIEMBRE	2016	3790
Banano	FRUTALES	CALI	DICIEMBRE	2016	1144
Coco	FRUTALES	CALI	DICIEMBRE	2016	1924
Granadilla	FRUTALES	CALI	DICIEMBRE	2016	2394
Guayaba pera	FRUTALES	CALI	DICIEMBRE	2016	1076
Limon tahiti	FRUTALES	CALI	DICIEMBRE	2016	882
Lulo	FRUTALES	CALI	DICIEMBRE	2016	1882
Mandarina	FRUTALES	CALI	DICIEMBRE	2016	1101
Mango Tommy	FRUTALES	CALI	DICIEMBRE	2016	1280
Manzana verde importada	FRUTALES	CALI	DICIEMBRE	2016	4691
Maracuya	FRUTALES	CALI	DICIEMBRE	2016	1299
Mora de Castilla	FRUTALES	CALI	DICIEMBRE	2016	2353
Naranja Valencia	FRUTALES	CALI	DICIEMBRE	2016	NA
Papaya maradol	FRUTALES	CALI	DICIEMBRE	2016	1067
Pinha	FRUTALES	CALI	DICIEMBRE	2016	876
Tomate	HORTALIZAS	CALI	DICIEMBRE	2016	1038
Uva red globe nacional	FRUTALES	CALI	DICIEMBRE	2016	5079
Arracacha	TUBERCULOS	CALI	DICIEMBRE	2016	1409
Papa negra	TUBERCULOS	CALI	DICIEMBRE	2016	506
Papa criolla	TUBERCULOS	CALI	DICIEMBRE	2016	998
Platano harton verde	TUBERCULOS	CALI	DICIEMBRE	2016	1190
Yuca	TUBERCULOS	CALI	DICIEMBRE	2016	1097
Arroz de primera	GRANOS	CALI	DICIEMBRE	2016	2602
Arveja verde seca importada	GRANOS	CALI	DICIEMBRE	2016	2603
Frijol seco	GRANOS	CALI	DICIEMBRE	2016	3733
Garbanzo importado	GRANOS	CALI	DICIEMBRE	2016	NA
Lenteja importada	GRANOS	CALI	DICIEMBRE	2016	4900
Maiz amarillo	GRANOS	CALI	DICIEMBRE	2016	1543
Ahuyama	HORTALIZAS	CUCUTA	DICIEMBRE	2016	689
Arveja verde en vaina	HORTALIZAS	CUCUTA	DICIEMBRE	2016	4143
Cebolla cabezona blanca	HORTALIZAS	CUCUTA	DICIEMBRE	2016	567
Cebolla junca	HORTALIZAS	CUCUTA	DICIEMBRE	2016	1203
Chocolo mazorca	HORTALIZAS	CUCUTA	DICIEMBRE	2016	637
Habichuela	HORTALIZAS	CUCUTA	DICIEMBRE	2016	1900
Lechuga Batavia	HORTALIZAS	CUCUTA	DICIEMBRE	2016	1327
Pepino cohombro	HORTALIZAS	CUCUTA	DICIEMBRE	2016	973
Pimenton	HORTALIZAS	CUCUTA	DICIEMBRE	2016	2864
Remolacha	HORTALIZAS	CUCUTA	DICIEMBRE	2016	631
Tomate	HORTALIZAS	CUCUTA	DICIEMBRE	2016	2031
Zanahoria	HORTALIZAS	CUCUTA	DICIEMBRE	2016	629
Aguacate	FRUTALES	CUCUTA	DICIEMBRE	2016	3863
Banano	FRUTALES	CUCUTA	DICIEMBRE	2016	1935
Coco	FRUTALES	CUCUTA	DICIEMBRE	2016	NA
Granadilla	FRUTALES	CUCUTA	DICIEMBRE	2016	2575
Guayaba pera	FRUTALES	CUCUTA	DICIEMBRE	2016	1944
Limon tahiti	FRUTALES	CUCUTA	DICIEMBRE	2016	896
Lulo	FRUTALES	CUCUTA	DICIEMBRE	2016	3150
Mandarina	FRUTALES	CUCUTA	DICIEMBRE	2016	841
Mango Tommy	FRUTALES	CUCUTA	DICIEMBRE	2016	1111
Manzana verde importada	FRUTALES	CUCUTA	DICIEMBRE	2016	4677
Maracuya	FRUTALES	CUCUTA	DICIEMBRE	2016	2081
Mora de Castilla	FRUTALES	CUCUTA	DICIEMBRE	2016	2191
Naranja Valencia	FRUTALES	CUCUTA	DICIEMBRE	2016	623
Papaya maradol	FRUTALES	CUCUTA	DICIEMBRE	2016	1187
Pinha	FRUTALES	CUCUTA	DICIEMBRE	2016	642
Tomate	HORTALIZAS	CUCUTA	DICIEMBRE	2016	1622
Uva red globe nacional	FRUTALES	CUCUTA	DICIEMBRE	2016	NA
Arracacha	TUBERCULOS	CUCUTA	DICIEMBRE	2016	1631
Papa negra	TUBERCULOS	CUCUTA	DICIEMBRE	2016	587
Papa criolla	TUBERCULOS	CUCUTA	DICIEMBRE	2016	819
Platano harton verde	TUBERCULOS	CUCUTA	DICIEMBRE	2016	1055
Yuca	TUBERCULOS	CUCUTA	DICIEMBRE	2016	783
Arroz de primera	GRANOS	CUCUTA	DICIEMBRE	2016	2862
Arveja verde seca importada	GRANOS	CUCUTA	DICIEMBRE	2016	2167
Frijol seco	GRANOS	CUCUTA	DICIEMBRE	2016	8583
Garbanzo importado	GRANOS	CUCUTA	DICIEMBRE	2016	5633
Lenteja importada	GRANOS	CUCUTA	DICIEMBRE	2016	5253
Maiz amarillo	GRANOS	CUCUTA	DICIEMBRE	2016	NA
Ahuyama	HORTALIZAS	MEDELLIN	DICIEMBRE	2016	550
Arveja verde en vaina	HORTALIZAS	MEDELLIN	DICIEMBRE	2016	3622
Cebolla cabezona blanca	HORTALIZAS	MEDELLIN	DICIEMBRE	2016	740
Cebolla junca	HORTALIZAS	MEDELLIN	DICIEMBRE	2016	1612
Chocolo mazorca	HORTALIZAS	MEDELLIN	DICIEMBRE	2016	781
Habichuela	HORTALIZAS	MEDELLIN	DICIEMBRE	2016	2095
Lechuga Batavia	HORTALIZAS	MEDELLIN	DICIEMBRE	2016	818
Pepino cohombro	HORTALIZAS	MEDELLIN	DICIEMBRE	2016	1144
Pimenton	HORTALIZAS	MEDELLIN	DICIEMBRE	2016	3500
Remolacha	HORTALIZAS	MEDELLIN	DICIEMBRE	2016	669
Tomate	HORTALIZAS	MEDELLIN	DICIEMBRE	2016	2233
Zanahoria	HORTALIZAS	MEDELLIN	DICIEMBRE	2016	670
Aguacate	FRUTALES	MEDELLIN	DICIEMBRE	2016	NA
Banano	FRUTALES	MEDELLIN	DICIEMBRE	2016	1147
Coco	FRUTALES	MEDELLIN	DICIEMBRE	2016	5837
Granadilla	FRUTALES	MEDELLIN	DICIEMBRE	2016	2976
Guayaba pera	FRUTALES	MEDELLIN	DICIEMBRE	2016	945
Limon tahiti	FRUTALES	MEDELLIN	DICIEMBRE	2016	1041
Lulo	FRUTALES	MEDELLIN	DICIEMBRE	2016	1917
Mandarina	FRUTALES	MEDELLIN	DICIEMBRE	2016	1143
Mango Tommy	FRUTALES	MEDELLIN	DICIEMBRE	2016	1020
Manzana verde importada	FRUTALES	MEDELLIN	DICIEMBRE	2016	4674
Maracuya	FRUTALES	MEDELLIN	DICIEMBRE	2016	1124
Mora de Castilla	FRUTALES	MEDELLIN	DICIEMBRE	2016	1972
Naranja Valencia	FRUTALES	MEDELLIN	DICIEMBRE	2016	908
Papaya maradol	FRUTALES	MEDELLIN	DICIEMBRE	2016	1673
Pinha	FRUTALES	MEDELLIN	DICIEMBRE	2016	900
Tomate	HORTALIZAS	MEDELLIN	DICIEMBRE	2016	1005
Uva red globe nacional	FRUTALES	MEDELLIN	DICIEMBRE	2016	5070
Arracacha	TUBERCULOS	MEDELLIN	DICIEMBRE	2016	2165
Papa negra	TUBERCULOS	MEDELLIN	DICIEMBRE	2016	1231
Papa criolla	TUBERCULOS	MEDELLIN	DICIEMBRE	2016	868
Platano harton verde	TUBERCULOS	MEDELLIN	DICIEMBRE	2016	1422
Yuca	TUBERCULOS	MEDELLIN	DICIEMBRE	2016	1276
Arroz de primera	GRANOS	MEDELLIN	DICIEMBRE	2016	2760
Arveja verde seca importada	GRANOS	MEDELLIN	DICIEMBRE	2016	2330
Frijol seco	GRANOS	MEDELLIN	DICIEMBRE	2016	3980
Garbanzo importado	GRANOS	MEDELLIN	DICIEMBRE	2016	4396
Lenteja importada	GRANOS	MEDELLIN	DICIEMBRE	2016	4430
Maiz amarillo	GRANOS	MEDELLIN	DICIEMBRE	2016	1400
Ahuyama	HORTALIZAS	PEREIRA	DICIEMBRE	2016	750
Arveja verde en vaina	HORTALIZAS	PEREIRA	DICIEMBRE	2016	3582
Cebolla cabezona blanca	HORTALIZAS	PEREIRA	DICIEMBRE	2016	534
Cebolla junca	HORTALIZAS	PEREIRA	DICIEMBRE	2016	1119
Chocolo mazorca	HORTALIZAS	PEREIRA	DICIEMBRE	2016	NA
Habichuela	HORTALIZAS	PEREIRA	DICIEMBRE	2016	2125
Lechuga Batavia	HORTALIZAS	PEREIRA	DICIEMBRE	2016	1233
Pepino cohombro	HORTALIZAS	PEREIRA	DICIEMBRE	2016	1189
Pimenton	HORTALIZAS	PEREIRA	DICIEMBRE	2016	2472
Remolacha	HORTALIZAS	PEREIRA	DICIEMBRE	2016	NA
Tomate	HORTALIZAS	PEREIRA	DICIEMBRE	2016	1944
Zanahoria	HORTALIZAS	PEREIRA	DICIEMBRE	2016	808
Aguacate	FRUTALES	PEREIRA	DICIEMBRE	2016	3871
Banano	FRUTALES	PEREIRA	DICIEMBRE	2016	1292
Coco	FRUTALES	PEREIRA	DICIEMBRE	2016	2642
Granadilla	FRUTALES	PEREIRA	DICIEMBRE	2016	2252
Guayaba pera	FRUTALES	PEREIRA	DICIEMBRE	2016	1075
Limon tahiti	FRUTALES	PEREIRA	DICIEMBRE	2016	1124
Lulo	FRUTALES	PEREIRA	DICIEMBRE	2016	2021
Mandarina	FRUTALES	PEREIRA	DICIEMBRE	2016	855
Mango Tommy	FRUTALES	PEREIRA	DICIEMBRE	2016	1181
Manzana verde importada	FRUTALES	PEREIRA	DICIEMBRE	2016	4713
Maracuya	FRUTALES	PEREIRA	DICIEMBRE	2016	1561
Mora de Castilla	FRUTALES	PEREIRA	DICIEMBRE	2016	2106
Naranja Valencia	FRUTALES	PEREIRA	DICIEMBRE	2016	453
Papaya maradol	FRUTALES	PEREIRA	DICIEMBRE	2016	1263
Pinha	FRUTALES	PEREIRA	DICIEMBRE	2016	1313
Tomate	HORTALIZAS	PEREIRA	DICIEMBRE	2016	1289
Uva red globe nacional	FRUTALES	PEREIRA	DICIEMBRE	2016	4775
